Epoch, Loss, Dice Score, Dice Loss, CE Loss, SkelRec Loss, Time
128, -0.4623, 0.8112, 0.1888, 0.1451, -0.7962, 617.64
129, -0.4651, 0.8121, 0.1879, 0.1443, -0.7973, 616.63
130, -0.4633, 0.8115, 0.1885, 0.1449, -0.7967, 616.91
131, -0.4636, 0.8118, 0.1882, 0.1450, -0.7969, 614.15
132, -0.4696, 0.8135, 0.1865, 0.1421, -0.7982, 615.00
133, -0.4656, 0.8125, 0.1875, 0.1439, -0.7970, 614.78
134, -0.4661, 0.8125, 0.1875, 0.1440, -0.7977, 616.17
135, -0.4678, 0.8131, 0.1869, 0.1432, -0.7980, 615.64
136, -0.4677, 0.8131, 0.1869, 0.1431, -0.7977, 618.41
137, -0.4695, 0.8136, 0.1864, 0.1424, -0.7983, 617.71
138, -0.4700, 0.8136, 0.1864, 0.1418, -0.7983, 617.36
139, -0.4719, 0.8144, 0.1856, 0.1415, -0.7990, 616.84
140, -0.4713, 0.8141, 0.1859, 0.1414, -0.7986, 617.77
141, -0.4744, 0.8152, 0.1848, 0.1405, -0.7997, 616.30
142, -0.4717, 0.8146, 0.1854, 0.1420, -0.7992, 615.72
143, -0.4755, 0.8156, 0.1844, 0.1398, -0.7997, 616.96
144, -0.4755, 0.8158, 0.1842, 0.1403, -0.8000, 618.18
145, -0.4757, 0.8156, 0.1844, 0.1398, -0.7999, 619.26
146, -0.4777, 0.8165, 0.1835, 0.1393, -0.8006, 616.18
147, -0.4763, 0.8160, 0.1840, 0.1398, -0.8001, 616.91
148, -0.4766, 0.8164, 0.1836, 0.1402, -0.8004, 620.34
149, -0.4773, 0.8164, 0.1836, 0.1395, -0.8004, 616.94
150, -0.4780, 0.8168, 0.1832, 0.1394, -0.8006, 617.60
151, -0.4802, 0.8175, 0.1825, 0.1384, -0.8011, 615.26
152, -0.4829, 0.8181, 0.1819, 0.1371, -0.8019, 615.37
153, -0.4819, 0.8179, 0.1821, 0.1376, -0.8016, 616.36
154, -0.4794, 0.8174, 0.1826, 0.1392, -0.8012, 617.64
155, -0.4817, 0.8178, 0.1822, 0.1374, -0.8013, 617.69
156, -0.4831, 0.8183, 0.1817, 0.1371, -0.8019, 616.72
157, -0.4843, 0.8188, 0.1812, 0.1367, -0.8022, 617.69
158, -0.4853, 0.8190, 0.1810, 0.1363, -0.8025, 617.76
159, -0.4864, 0.8195, 0.1805, 0.1359, -0.8027, 616.75
160, -0.4860, 0.8193, 0.1807, 0.1363, -0.8029, 617.00
161, -0.4853, 0.8191, 0.1809, 0.1362, -0.8024, 618.08
162, -0.4861, 0.8195, 0.1805, 0.1360, -0.8026, 617.70
163, -0.4868, 0.8196, 0.1804, 0.1360, -0.8031, 617.11
164, -0.4872, 0.8202, 0.1798, 0.1362, -0.8032, 617.17
165, -0.4881, 0.8202, 0.1798, 0.1357, -0.8036, 614.92
166, -0.4901, 0.8205, 0.1795, 0.1344, -0.8040, 615.42
167, -0.4891, 0.8205, 0.1795, 0.1351, -0.8037, 616.66
168, -0.4915, 0.8213, 0.1787, 0.1341, -0.8044, 615.72
169, -0.4927, 0.8216, 0.1784, 0.1334, -0.8045, 613.89
170, -0.4919, 0.8215, 0.1785, 0.1337, -0.8042, 616.77
171, -0.4940, 0.8222, 0.1778, 0.1329, -0.8047, 614.73
172, -0.4902, 0.8210, 0.1790, 0.1350, -0.8042, 615.07
173, -0.4926, 0.8220, 0.1780, 0.1342, -0.8048, 615.73
174, -0.4925, 0.8219, 0.1781, 0.1337, -0.8043, 616.31
175, -0.4935, 0.8222, 0.1778, 0.1335, -0.8048, 614.63
176, -0.4948, 0.8226, 0.1774, 0.1331, -0.8053, 615.57
177, -0.4959, 0.8230, 0.1770, 0.1324, -0.8053, 615.43
178, -0.4966, 0.8231, 0.1769, 0.1321, -0.8056, 615.54
179, -0.4957, 0.8229, 0.1771, 0.1329, -0.8057, 611.04
180, -0.4964, 0.8233, 0.1767, 0.1323, -0.8055, 561.30
181, -0.4981, 0.8237, 0.1763, 0.1316, -0.8061, 562.99
182, -0.4983, 0.8238, 0.1762, 0.1315, -0.8060, 563.62
183, -0.4971, 0.8233, 0.1767, 0.1320, -0.8057, 565.17
184, -0.4990, 0.8239, 0.1761, 0.1312, -0.8062, 565.77
185, -0.5008, 0.8245, 0.1755, 0.1305, -0.8067, 566.86
186, -0.5003, 0.8244, 0.1756, 0.1306, -0.8066, 565.49
187, -0.4999, 0.8244, 0.1756, 0.1309, -0.8064, 565.43
188, -0.5015, 0.8247, 0.1753, 0.1301, -0.8069, 564.78
189, -0.5037, 0.8255, 0.1745, 0.1295, -0.8077, 598.08
190, -0.5033, 0.8254, 0.1746, 0.1293, -0.8073, 616.88
191, -0.5033, 0.8253, 0.1747, 0.1292, -0.8072, 617.13
192, -0.5022, 0.8252, 0.1748, 0.1306, -0.8075, 617.67
193, -0.5050, 0.8260, 0.1740, 0.1288, -0.8078, 616.20
194, -0.5029, 0.8255, 0.1745, 0.1302, -0.8076, 618.70
195, -0.5044, 0.8261, 0.1739, 0.1294, -0.8077, 618.21
196, -0.5053, 0.8263, 0.1737, 0.1289, -0.8079, 618.18
197, -0.5036, 0.8256, 0.1744, 0.1298, -0.8079, 617.97
198, -0.5060, 0.8263, 0.1737, 0.1286, -0.8082, 616.61
199, -0.5057, 0.8265, 0.1735, 0.1289, -0.8081, 617.34
200, -0.5062, 0.8266, 0.1734, 0.1288, -0.8084, 616.19
201, -0.5065, 0.8267, 0.1733, 0.1284, -0.8082, 614.96
202, -0.5060, 0.8265, 0.1735, 0.1289, -0.8083, 612.85
203, -0.5076, 0.8270, 0.1730, 0.1283, -0.8089, 611.15
204, -0.5101, 0.8276, 0.1724, 0.1269, -0.8093, 610.62
205, -0.5079, 0.8273, 0.1727, 0.1281, -0.8087, 613.92
206, -0.5095, 0.8278, 0.1722, 0.1276, -0.8093, 614.74
207, -0.5097, 0.8277, 0.1723, 0.1270, -0.8090, 616.25
208, -0.5106, 0.8283, 0.1717, 0.1273, -0.8096, 619.34
209, -0.5101, 0.8281, 0.1719, 0.1273, -0.8093, 618.22
210, -0.5125, 0.8289, 0.1711, 0.1265, -0.8100, 616.79
211, -0.5104, 0.8282, 0.1718, 0.1272, -0.8093, 619.01
212, -0.5091, 0.8277, 0.1723, 0.1276, -0.8089, 618.27
213, -0.5139, 0.8292, 0.1708, 0.1256, -0.8103, 617.51
214, -0.5112, 0.8286, 0.1714, 0.1272, -0.8098, 615.29
215, -0.5140, 0.8292, 0.1708, 0.1257, -0.8104, 617.10
216, -0.5153, 0.8297, 0.1703, 0.1250, -0.8105, 616.63
217, -0.5123, 0.8292, 0.1708, 0.1272, -0.8103, 617.87
218, -0.5162, 0.8302, 0.1698, 0.1250, -0.8110, 617.30
219, -0.5170, 0.8302, 0.1698, 0.1245, -0.8112, 618.82
220, -0.5129, 0.8292, 0.1708, 0.1265, -0.8102, 619.66
221, -0.5160, 0.8302, 0.1698, 0.1252, -0.8109, 606.60
222, -0.5127, 0.8291, 0.1709, 0.1265, -0.8101, 613.15
223, -0.5169, 0.8304, 0.1696, 0.1246, -0.8111, 612.85
224, -0.5156, 0.8300, 0.1700, 0.1251, -0.8107, 612.95
225, -0.5170, 0.8302, 0.1698, 0.1243, -0.8112, 613.60
226, -0.5176, 0.8308, 0.1692, 0.1244, -0.8112, 616.16
227, -0.5172, 0.8308, 0.1692, 0.1249, -0.8113, 611.98
228, -0.5162, 0.8300, 0.1700, 0.1250, -0.8111, 610.86
229, -0.5200, 0.8313, 0.1687, 0.1232, -0.8119, 613.71
230, -0.5212, 0.8318, 0.1682, 0.1227, -0.8120, 613.27
231, -0.5169, 0.8308, 0.1692, 0.1252, -0.8113, 612.12
232, -0.5198, 0.8314, 0.1686, 0.1236, -0.8119, 615.95
233, -0.5204, 0.8317, 0.1683, 0.1233, -0.8121, 585.37
234, -0.5203, 0.8317, 0.1683, 0.1234, -0.8119, 571.34
235, -0.5234, 0.8326, 0.1674, 0.1219, -0.8127, 572.39
236, -0.5193, 0.8313, 0.1687, 0.1241, -0.8121, 572.05
237, -0.5223, 0.8324, 0.1676, 0.1229, -0.8128, 570.65
238, -0.5223, 0.8324, 0.1676, 0.1226, -0.8125, 570.61
239, -0.5229, 0.8325, 0.1675, 0.1223, -0.8127, 572.19
240, -0.5236, 0.8330, 0.1670, 0.1227, -0.8133, 572.63
241, -0.5218, 0.8324, 0.1676, 0.1230, -0.8125, 570.62
242, -0.5226, 0.8325, 0.1675, 0.1225, -0.8126, 570.99
243, -0.5238, 0.8328, 0.1672, 0.1218, -0.8128, 570.52
244, -0.5236, 0.8328, 0.1672, 0.1223, -0.8131, 572.73
245, -0.5238, 0.8328, 0.1672, 0.1221, -0.8131, 570.63
246, -0.5254, 0.8336, 0.1664, 0.1216, -0.8134, 570.71
247, -0.5247, 0.8333, 0.1667, 0.1217, -0.8131, 571.75
248, -0.5267, 0.8337, 0.1663, 0.1209, -0.8139, 574.32
249, -0.5231, 0.8328, 0.1672, 0.1225, -0.8128, 570.04
250, -0.5272, 0.8340, 0.1660, 0.1206, -0.8139, 572.75
251, -0.5252, 0.8333, 0.1667, 0.1216, -0.8135, 570.89
252, -0.5244, 0.8334, 0.1666, 0.1224, -0.8135, 571.74
253, -0.5267, 0.8338, 0.1662, 0.1210, -0.8139, 569.99
254, -0.5271, 0.8341, 0.1659, 0.1210, -0.8140, 573.19
255, -0.5267, 0.8339, 0.1661, 0.1211, -0.8139, 572.14
256, -0.5274, 0.8343, 0.1657, 0.1209, -0.8141, 570.57
257, -0.5275, 0.8345, 0.1655, 0.1210, -0.8140, 569.36
258, -0.5300, 0.8351, 0.1649, 0.1197, -0.8146, 570.78
259, -0.5268, 0.8342, 0.1658, 0.1210, -0.8137, 570.43
260, -0.5299, 0.8351, 0.1649, 0.1199, -0.8147, 571.70
261, -0.5301, 0.8351, 0.1649, 0.1198, -0.8147, 571.69
262, -0.5291, 0.8347, 0.1653, 0.1200, -0.8144, 570.92
263, -0.5286, 0.8348, 0.1652, 0.1204, -0.8143, 571.21
264, -0.5300, 0.8351, 0.1649, 0.1199, -0.8148, 571.82
265, -0.5317, 0.8358, 0.1642, 0.1192, -0.8151, 570.89
266, -0.5318, 0.8357, 0.1643, 0.1190, -0.8150, 571.01
267, -0.5328, 0.8362, 0.1638, 0.1187, -0.8153, 570.45
268, -0.5309, 0.8355, 0.1645, 0.1197, -0.8151, 570.77
269, -0.5306, 0.8357, 0.1643, 0.1200, -0.8149, 569.59
270, -0.5310, 0.8357, 0.1643, 0.1196, -0.8150, 568.85
271, -0.5331, 0.8362, 0.1638, 0.1188, -0.8157, 570.13
272, -0.5332, 0.8363, 0.1637, 0.1186, -0.8155, 570.12
273, -0.5300, 0.8354, 0.1646, 0.1202, -0.8148, 570.57
274, -0.5331, 0.8363, 0.1637, 0.1189, -0.8157, 571.58
275, -0.5356, 0.8371, 0.1629, 0.1176, -0.8160, 570.58
276, -0.5360, 0.8372, 0.1628, 0.1175, -0.8163, 571.60
277, -0.5344, 0.8367, 0.1633, 0.1184, -0.8160, 570.80
278, -0.5363, 0.8372, 0.1628, 0.1173, -0.8164, 572.09
279, -0.5352, 0.8370, 0.1630, 0.1178, -0.8160, 570.73
280, -0.5308, 0.8362, 0.1638, 0.1210, -0.8155, 571.08
281, -0.5344, 0.8367, 0.1633, 0.1183, -0.8160, 571.12
282, -0.5338, 0.8366, 0.1634, 0.1187, -0.8159, 570.79
283, -0.5326, 0.8362, 0.1638, 0.1194, -0.8157, 570.14
284, -0.5367, 0.8377, 0.1623, 0.1173, -0.8163, 572.26
285, -0.5378, 0.8380, 0.1620, 0.1169, -0.8168, 571.10
286, -0.5371, 0.8376, 0.1624, 0.1170, -0.8165, 571.71
287, -0.5363, 0.8375, 0.1625, 0.1177, -0.8165, 572.65
288, -0.5370, 0.8375, 0.1625, 0.1172, -0.8166, 573.17
289, -0.5380, 0.8379, 0.1621, 0.1169, -0.8169, 571.79
290, -0.5374, 0.8378, 0.1622, 0.1172, -0.8167, 572.20
291, -0.5352, 0.8372, 0.1628, 0.1179, -0.8160, 571.67
292, -0.5382, 0.8381, 0.1619, 0.1166, -0.8167, 572.63
293, -0.5380, 0.8381, 0.1619, 0.1172, -0.8171, 570.84
294, -0.5371, 0.8378, 0.1622, 0.1174, -0.8167, 572.54
295, -0.5394, 0.8384, 0.1616, 0.1163, -0.8172, 571.32
296, -0.5373, 0.8382, 0.1618, 0.1177, -0.8168, 587.36
297, -0.5405, 0.8388, 0.1612, 0.1159, -0.8176, 573.35
298, -0.5393, 0.8384, 0.1616, 0.1166, -0.8175, 571.76
299, -0.5401, 0.8390, 0.1610, 0.1166, -0.8177, 572.49
300, -0.5385, 0.8383, 0.1617, 0.1167, -0.8169, 573.11
301, -0.5409, 0.8388, 0.1612, 0.1154, -0.8175, 572.20
302, -0.5382, 0.8380, 0.1620, 0.1167, -0.8169, 572.85
303, -0.5402, 0.8390, 0.1610, 0.1165, -0.8177, 572.85
304, -0.5399, 0.8389, 0.1611, 0.1165, -0.8176, 573.51
305, -0.5422, 0.8394, 0.1606, 0.1154, -0.8182, 574.27
306, -0.5413, 0.8392, 0.1608, 0.1157, -0.8178, 575.38
307, -0.5422, 0.8396, 0.1604, 0.1152, -0.8179, 574.45
308, -0.5416, 0.8395, 0.1605, 0.1156, -0.8176, 573.69
309, -0.5410, 0.8391, 0.1609, 0.1157, -0.8176, 572.71
310, -0.5423, 0.8397, 0.1603, 0.1154, -0.8181, 572.55
311, -0.5426, 0.8397, 0.1603, 0.1153, -0.8182, 571.24
312, -0.5415, 0.8395, 0.1605, 0.1157, -0.8177, 573.00
313, -0.5420, 0.8395, 0.1605, 0.1153, -0.8178, 571.54
314, -0.5432, 0.8400, 0.1600, 0.1150, -0.8181, 572.47
315, -0.5419, 0.8396, 0.1604, 0.1155, -0.8178, 571.77
316, -0.5436, 0.8400, 0.1600, 0.1151, -0.8186, 573.09
317, -0.5432, 0.8399, 0.1601, 0.1148, -0.8180, 572.14
318, -0.5438, 0.8402, 0.1598, 0.1150, -0.8186, 572.55
319, -0.5452, 0.8407, 0.1593, 0.1141, -0.8187, 572.09
320, -0.5457, 0.8408, 0.1592, 0.1140, -0.8189, 572.42
321, -0.5445, 0.8404, 0.1596, 0.1146, -0.8187, 571.59
322, -0.5453, 0.8406, 0.1594, 0.1141, -0.8187, 572.13
323, -0.5447, 0.8405, 0.1595, 0.1145, -0.8187, 572.56
324, -0.5472, 0.8411, 0.1589, 0.1134, -0.8194, 572.26
325, -0.5456, 0.8408, 0.1592, 0.1143, -0.8191, 570.54
326, -0.5449, 0.8407, 0.1593, 0.1145, -0.8188, 571.59
327, -0.5465, 0.8409, 0.1591, 0.1139, -0.8194, 571.95
328, -0.5467, 0.8411, 0.1589, 0.1136, -0.8192, 572.40
329, -0.5485, 0.8416, 0.1584, 0.1127, -0.8196, 572.13
330, -0.5466, 0.8412, 0.1588, 0.1138, -0.8192, 572.89
331, -0.5456, 0.8410, 0.1590, 0.1145, -0.8191, 571.44
332, -0.5468, 0.8412, 0.1588, 0.1138, -0.8194, 573.32
333, -0.5480, 0.8416, 0.1584, 0.1131, -0.8195, 571.62
334, -0.5485, 0.8419, 0.1581, 0.1130, -0.8196, 572.27
335, -0.5491, 0.8419, 0.1581, 0.1127, -0.8199, 571.54
336, -0.5481, 0.8417, 0.1583, 0.1132, -0.8196, 572.62
337, -0.5480, 0.8417, 0.1583, 0.1130, -0.8194, 571.20
338, -0.5515, 0.8428, 0.1572, 0.1117, -0.8204, 571.33
339, -0.5519, 0.8430, 0.1570, 0.1117, -0.8205, 570.79
340, -0.5483, 0.8419, 0.1581, 0.1132, -0.8197, 571.59
341, -0.5515, 0.8429, 0.1571, 0.1119, -0.8205, 576.13
342, -0.5507, 0.8426, 0.1574, 0.1121, -0.8202, 595.77
343, -0.5503, 0.8425, 0.1575, 0.1124, -0.8202, 589.41
344, -0.5514, 0.8427, 0.1573, 0.1117, -0.8204, 589.97
345, -0.5509, 0.8426, 0.1574, 0.1120, -0.8204, 584.74
346, -0.5506, 0.8425, 0.1575, 0.1123, -0.8204, 585.75
347, -0.5511, 0.8428, 0.1572, 0.1123, -0.8206, 593.38
348, -0.5524, 0.8433, 0.1567, 0.1116, -0.8207, 590.93
349, -0.5503, 0.8429, 0.1571, 0.1132, -0.8205, 591.82
350, -0.5515, 0.8430, 0.1570, 0.1120, -0.8205, 597.89
351, -0.5524, 0.8432, 0.1568, 0.1115, -0.8207, 590.26
352, -0.5536, 0.8434, 0.1566, 0.1112, -0.8213, 584.09
353, -0.5529, 0.8434, 0.1566, 0.1112, -0.8208, 595.75
354, -0.5524, 0.8433, 0.1567, 0.1119, -0.8210, 585.44
355, -0.5517, 0.8430, 0.1570, 0.1117, -0.8205, 600.86
356, -0.5500, 0.8427, 0.1573, 0.1131, -0.8204, 585.17
357, -0.5531, 0.8434, 0.1566, 0.1114, -0.8211, 600.59
358, -0.5541, 0.8438, 0.1562, 0.1110, -0.8213, 584.64
359, -0.5549, 0.8440, 0.1560, 0.1105, -0.8214, 571.31
360, -0.5557, 0.8443, 0.1557, 0.1103, -0.8217, 571.64
361, -0.5526, 0.8434, 0.1566, 0.1116, -0.8209, 571.63
362, -0.5538, 0.8439, 0.1561, 0.1115, -0.8213, 571.62
363, -0.5534, 0.8435, 0.1565, 0.1113, -0.8211, 570.63
364, -0.5552, 0.8442, 0.1558, 0.1106, -0.8216, 572.02
365, -0.5516, 0.8432, 0.1568, 0.1124, -0.8207, 571.41
366, -0.5554, 0.8443, 0.1557, 0.1105, -0.8216, 571.86
367, -0.5556, 0.8444, 0.1556, 0.1104, -0.8217, 571.12
368, -0.5538, 0.8439, 0.1561, 0.1113, -0.8212, 571.70
369, -0.5561, 0.8447, 0.1553, 0.1107, -0.8220, 571.52
370, -0.5547, 0.8440, 0.1560, 0.1109, -0.8216, 572.35
371, -0.5561, 0.8448, 0.1552, 0.1104, -0.8218, 571.69
372, -0.5561, 0.8446, 0.1554, 0.1104, -0.8219, 570.61
373, -0.5543, 0.8442, 0.1558, 0.1111, -0.8212, 571.42
374, -0.5567, 0.8446, 0.1554, 0.1097, -0.8218, 571.62
375, -0.5552, 0.8443, 0.1557, 0.1106, -0.8215, 571.45
376, -0.5562, 0.8447, 0.1553, 0.1102, -0.8218, 571.19
