Epoch, Loss, Dice Score, Dice Loss, CE Loss, Time
57, 0.3891, 0.7756, 0.2244, 0.1647, 252.15
58, 0.3899, 0.7756, 0.2244, 0.1655, 252.80
59, 0.3863, 0.7771, 0.2229, 0.1634, 253.51
60, 0.3837, 0.7780, 0.2220, 0.1617, 253.16
61, 0.3827, 0.7786, 0.2214, 0.1613, 253.73
62, 0.3823, 0.7787, 0.2213, 0.1610, 253.46
63, 0.3805, 0.7799, 0.2201, 0.1604, 252.91
64, 0.3775, 0.7809, 0.2191, 0.1584, 251.73
65, 0.3754, 0.7820, 0.2180, 0.1574, 252.84
66, 0.3762, 0.7820, 0.2180, 0.1582, 252.98
67, 0.3752, 0.7822, 0.2178, 0.1574, 252.57
68, 0.3727, 0.7833, 0.2167, 0.1560, 252.47
69, 0.3714, 0.7839, 0.2161, 0.1553, 253.31
70, 0.3700, 0.7846, 0.2154, 0.1546, 252.86
71, 0.3703, 0.7848, 0.2152, 0.1552, 253.09
72, 0.3672, 0.7860, 0.2140, 0.1532, 252.77
73, 0.3660, 0.7865, 0.2135, 0.1526, 252.44
74, 0.3665, 0.7870, 0.2130, 0.1535, 253.08
75, 0.3644, 0.7877, 0.2123, 0.1521, 253.10
76, 0.3625, 0.7886, 0.2114, 0.1511, 253.12
77, 0.3622, 0.7887, 0.2113, 0.1509, 252.85
78, 0.3614, 0.7890, 0.2110, 0.1504, 252.59
79, 0.3609, 0.7898, 0.2102, 0.1507, 253.20
80, 0.3584, 0.7906, 0.2094, 0.1490, 252.77
81, 0.3570, 0.7917, 0.2083, 0.1487, 252.80
82, 0.3559, 0.7919, 0.2081, 0.1478, 253.17
83, 0.3544, 0.7927, 0.2073, 0.1470, 252.66
84, 0.3535, 0.7929, 0.2071, 0.1464, 253.08
85, 0.3545, 0.7929, 0.2071, 0.1474, 252.72
86, 0.3520, 0.7940, 0.2060, 0.1460, 253.07
87, 0.3522, 0.7939, 0.2061, 0.1461, 252.57
88, 0.3504, 0.7947, 0.2053, 0.1451, 252.83
89, 0.3467, 0.7963, 0.2037, 0.1430, 253.09
90, 0.3478, 0.7959, 0.2041, 0.1437, 253.31
91, 0.3471, 0.7967, 0.2033, 0.1438, 253.21
92, 0.3466, 0.7966, 0.2034, 0.1432, 252.90
93, 0.3458, 0.7970, 0.2030, 0.1428, 252.57
94, 0.3438, 0.7981, 0.2019, 0.1418, 251.23
95, 0.3422, 0.7986, 0.2014, 0.1408, 252.06
96, 0.3428, 0.7986, 0.2014, 0.1414, 252.99
97, 0.3415, 0.7990, 0.2010, 0.1405, 253.03
98, 0.3407, 0.7997, 0.2003, 0.1404, 253.09
99, 0.3414, 0.7997, 0.2003, 0.1411, 252.97
100, 0.3388, 0.8005, 0.1995, 0.1393, 252.88
101, 0.3397, 0.8005, 0.1995, 0.1403, 252.49
102, 0.3364, 0.8016, 0.1984, 0.1380, 252.83
103, 0.3377, 0.8013, 0.1987, 0.1391, 253.35
104, 0.3355, 0.8022, 0.1978, 0.1377, 253.36
105, 0.3364, 0.8020, 0.1980, 0.1384, 253.10
106, 0.3362, 0.8023, 0.1977, 0.1384, 253.40
107, 0.3332, 0.8030, 0.1970, 0.1362, 252.44
108, 0.3329, 0.8036, 0.1964, 0.1365, 252.98
109, 0.3317, 0.8039, 0.1961, 0.1356, 252.93
110, 0.3300, 0.8050, 0.1950, 0.1349, 253.28
111, 0.3328, 0.8040, 0.1960, 0.1368, 252.72
112, 0.3310, 0.8048, 0.1952, 0.1357, 253.59
113, 0.3304, 0.8050, 0.1950, 0.1354, 253.15
114, 0.3292, 0.8056, 0.1944, 0.1348, 252.73
115, 0.3290, 0.8059, 0.1941, 0.1349, 253.25
116, 0.3285, 0.8060, 0.1940, 0.1345, 253.38
117, 0.3280, 0.8062, 0.1938, 0.1342, 253.44
118, 0.3268, 0.8067, 0.1933, 0.1336, 253.06
119, 0.3247, 0.8077, 0.1923, 0.1324, 251.96
120, 0.3250, 0.8078, 0.1922, 0.1328, 252.87
121, 0.3240, 0.8083, 0.1917, 0.1324, 253.28
122, 0.3243, 0.8081, 0.1919, 0.1325, 252.69
123, 0.3220, 0.8091, 0.1909, 0.1311, 253.21
124, 0.3219, 0.8092, 0.1908, 0.1311, 253.30
125, 0.3222, 0.8094, 0.1906, 0.1316, 253.34
126, 0.3200, 0.8101, 0.1899, 0.1301, 248.76
127, 0.3203, 0.8101, 0.1899, 0.1304, 251.83
128, 0.3177, 0.8112, 0.1888, 0.1289, 249.60
129, 0.3211, 0.8101, 0.1899, 0.1313, 259.95
130, 0.3181, 0.8113, 0.1887, 0.1294, 285.88
131, 0.3165, 0.8120, 0.1880, 0.1285, 276.76
132, 0.3175, 0.8115, 0.1885, 0.1290, 251.53
133, 0.3180, 0.8115, 0.1885, 0.1295, 250.90
134, 0.3150, 0.8127, 0.1873, 0.1277, 254.49
135, 0.3146, 0.8130, 0.1870, 0.1276, 286.18
136, 0.3164, 0.8123, 0.1877, 0.1286, 284.77
137, 0.3142, 0.8133, 0.1867, 0.1274, 283.62
138, 0.3134, 0.8137, 0.1863, 0.1271, 284.89
139, 0.3132, 0.8136, 0.1864, 0.1268, 284.59
140, 0.3127, 0.8141, 0.1859, 0.1268, 285.06
141, 0.3117, 0.8146, 0.1854, 0.1263, 285.46
142, 0.3140, 0.8140, 0.1860, 0.1279, 286.66
143, 0.3108, 0.8149, 0.1851, 0.1257, 285.04
144, 0.3104, 0.8151, 0.1849, 0.1255, 285.45
145, 0.3098, 0.8154, 0.1846, 0.1251, 286.38
146, 0.3088, 0.8159, 0.1841, 0.1247, 286.63
147, 0.3099, 0.8154, 0.1846, 0.1253, 286.07
148, 0.3094, 0.8157, 0.1843, 0.1251, 285.61
149, 0.3101, 0.8157, 0.1843, 0.1258, 286.25
150, 0.3074, 0.8167, 0.1833, 0.1241, 286.46
151, 0.3074, 0.8171, 0.1829, 0.1245, 285.71
152, 0.3073, 0.8168, 0.1832, 0.1240, 285.76
153, 0.3050, 0.8179, 0.1821, 0.1229, 285.84
154, 0.3058, 0.8178, 0.1822, 0.1236, 286.09
155, 0.3061, 0.8176, 0.1824, 0.1237, 285.75
156, 0.3035, 0.8186, 0.1814, 0.1221, 283.86
157, 0.3044, 0.8185, 0.1815, 0.1229, 285.79
158, 0.3023, 0.8193, 0.1807, 0.1216, 284.77
159, 0.3044, 0.8189, 0.1811, 0.1232, 285.67
160, 0.3021, 0.8193, 0.1807, 0.1214, 286.62
161, 0.3016, 0.8197, 0.1803, 0.1212, 285.53
162, 0.3033, 0.8193, 0.1807, 0.1226, 284.81
163, 0.3008, 0.8201, 0.1799, 0.1209, 286.46
164, 0.3013, 0.8196, 0.1804, 0.1210, 285.12
165, 0.2999, 0.8205, 0.1795, 0.1204, 286.04
166, 0.3038, 0.8192, 0.1808, 0.1230, 285.41
167, 0.3013, 0.8202, 0.1798, 0.1215, 285.57
168, 0.2998, 0.8211, 0.1789, 0.1209, 286.70
169, 0.2972, 0.8219, 0.1781, 0.1191, 286.48
170, 0.2995, 0.8213, 0.1787, 0.1208, 286.09
171, 0.2979, 0.8218, 0.1782, 0.1197, 285.75
172, 0.2966, 0.8223, 0.1777, 0.1189, 286.06
173, 0.2990, 0.8217, 0.1783, 0.1207, 286.67
174, 0.2971, 0.8222, 0.1778, 0.1192, 287.18
175, 0.2973, 0.8224, 0.1776, 0.1197, 287.53
176, 0.2970, 0.8224, 0.1776, 0.1194, 286.79
177, 0.2944, 0.8235, 0.1765, 0.1178, 285.51
178, 0.2959, 0.8233, 0.1767, 0.1192, 286.38
179, 0.2955, 0.8229, 0.1771, 0.1185, 286.74
180, 0.2947, 0.8234, 0.1766, 0.1181, 287.05
181, 0.2951, 0.8232, 0.1768, 0.1183, 286.32
182, 0.2948, 0.8234, 0.1766, 0.1182, 286.94
183, 0.2937, 0.8241, 0.1759, 0.1178, 285.91
184, 0.2920, 0.8245, 0.1755, 0.1165, 286.08
185, 0.2918, 0.8248, 0.1752, 0.1166, 286.23
186, 0.2922, 0.8245, 0.1755, 0.1168, 287.81
187, 0.2923, 0.8247, 0.1753, 0.1170, 286.18
188, 0.2920, 0.8247, 0.1753, 0.1167, 285.79
189, 0.2934, 0.8244, 0.1756, 0.1178, 286.90
190, 0.2907, 0.8254, 0.1746, 0.1161, 286.72
191, 0.2890, 0.8261, 0.1739, 0.1152, 286.19
192, 0.2919, 0.8251, 0.1749, 0.1170, 287.66
193, 0.2897, 0.8262, 0.1738, 0.1158, 286.07
194, 0.2893, 0.8259, 0.1741, 0.1152, 286.13
195, 0.2896, 0.8261, 0.1739, 0.1157, 286.41
196, 0.2908, 0.8260, 0.1740, 0.1168, 286.51
197, 0.2903, 0.8260, 0.1740, 0.1163, 287.16
198, 0.2881, 0.8269, 0.1731, 0.1150, 287.01
199, 0.2882, 0.8267, 0.1733, 0.1149, 286.57
200, 0.2875, 0.8272, 0.1728, 0.1147, 287.11
201, 0.2887, 0.8268, 0.1732, 0.1154, 287.23
202, 0.2874, 0.8271, 0.1729, 0.1145, 286.57
203, 0.2873, 0.8272, 0.1728, 0.1145, 286.48
204, 0.2874, 0.8273, 0.1727, 0.1148, 286.94
205, 0.2860, 0.8278, 0.1722, 0.1138, 287.49
206, 0.2850, 0.8286, 0.1714, 0.1135, 285.97
207, 0.2841, 0.8288, 0.1712, 0.1129, 287.28
208, 0.2848, 0.8284, 0.1716, 0.1132, 286.93
209, 0.2850, 0.8284, 0.1716, 0.1134, 286.25
210, 0.2845, 0.8288, 0.1712, 0.1133, 286.16
211, 0.2842, 0.8289, 0.1711, 0.1131, 286.25
212, 0.2841, 0.8289, 0.1711, 0.1131, 287.05
213, 0.2839, 0.8288, 0.1712, 0.1127, 286.11
214, 0.2847, 0.8285, 0.1715, 0.1132, 286.24
215, 0.2839, 0.8291, 0.1709, 0.1130, 286.48
216, 0.2830, 0.8297, 0.1703, 0.1126, 285.75
217, 0.2821, 0.8297, 0.1703, 0.1118, 285.90
218, 0.2819, 0.8302, 0.1698, 0.1121, 287.38
219, 0.2818, 0.8301, 0.1699, 0.1119, 286.78
220, 0.2815, 0.8307, 0.1693, 0.1122, 286.53
221, 0.2808, 0.8305, 0.1695, 0.1113, 286.76
222, 0.2801, 0.8311, 0.1689, 0.1112, 286.25
223, 0.2787, 0.8316, 0.1684, 0.1103, 286.22
224, 0.2803, 0.8309, 0.1691, 0.1112, 287.15
225, 0.2802, 0.8311, 0.1689, 0.1113, 285.90
226, 0.2790, 0.8315, 0.1685, 0.1105, 287.16
227, 0.2780, 0.8320, 0.1680, 0.1099, 286.27
228, 0.2791, 0.8317, 0.1683, 0.1108, 287.48
229, 0.2788, 0.8314, 0.1686, 0.1102, 286.73
230, 0.2774, 0.8322, 0.1678, 0.1097, 286.68
231, 0.2782, 0.8319, 0.1681, 0.1101, 286.28
232, 0.2767, 0.8324, 0.1676, 0.1092, 286.95
233, 0.2777, 0.8322, 0.1678, 0.1099, 287.15
234, 0.2765, 0.8329, 0.1671, 0.1093, 286.20
235, 0.2771, 0.8327, 0.1673, 0.1098, 286.79
236, 0.2781, 0.8322, 0.1678, 0.1104, 286.62
237, 0.2768, 0.8328, 0.1672, 0.1096, 287.39
238, 0.2760, 0.8332, 0.1668, 0.1091, 287.20
239, 0.2772, 0.8330, 0.1670, 0.1101, 286.95
240, 0.2755, 0.8338, 0.1662, 0.1093, 286.83
241, 0.2751, 0.8334, 0.1666, 0.1085, 286.05
242, 0.2758, 0.8332, 0.1668, 0.1090, 286.47
243, 0.2744, 0.8337, 0.1663, 0.1081, 287.21
244, 0.2742, 0.8343, 0.1657, 0.1085, 286.28
245, 0.2736, 0.8343, 0.1657, 0.1079, 286.81
246, 0.2731, 0.8345, 0.1655, 0.1076, 286.94
247, 0.2741, 0.8342, 0.1658, 0.1082, 286.48
248, 0.2733, 0.8345, 0.1655, 0.1078, 286.86
249, 0.2728, 0.8347, 0.1653, 0.1075, 286.15
250, 0.2728, 0.8348, 0.1652, 0.1076, 286.19
251, 0.2734, 0.8344, 0.1656, 0.1077, 286.64
252, 0.2722, 0.8348, 0.1652, 0.1070, 286.45
253, 0.2709, 0.8357, 0.1643, 0.1066, 286.94
254, 0.2714, 0.8355, 0.1645, 0.1070, 286.48
255, 0.2728, 0.8350, 0.1650, 0.1077, 286.52
256, 0.2724, 0.8349, 0.1651, 0.1074, 286.27
257, 0.2717, 0.8354, 0.1646, 0.1071, 286.43
258, 0.2699, 0.8361, 0.1639, 0.1060, 287.09
259, 0.2701, 0.8364, 0.1636, 0.1065, 287.21
260, 0.2698, 0.8362, 0.1638, 0.1060, 285.87
261, 0.2712, 0.8355, 0.1645, 0.1067, 286.83
262, 0.2707, 0.8359, 0.1641, 0.1066, 285.67
263, 0.2698, 0.8364, 0.1636, 0.1062, 285.85
264, 0.2695, 0.8365, 0.1635, 0.1059, 287.29
265, 0.2709, 0.8358, 0.1642, 0.1067, 286.85
266, 0.2693, 0.8365, 0.1635, 0.1058, 287.31
267, 0.2691, 0.8368, 0.1632, 0.1058, 285.79
268, 0.2703, 0.8361, 0.1639, 0.1064, 286.35
269, 0.2684, 0.8369, 0.1631, 0.1053, 286.52
270, 0.2677, 0.8377, 0.1623, 0.1054, 286.01
271, 0.2681, 0.8372, 0.1628, 0.1053, 286.81
272, 0.2673, 0.8376, 0.1624, 0.1049, 286.15
273, 0.2681, 0.8373, 0.1627, 0.1054, 286.50
274, 0.2688, 0.8370, 0.1630, 0.1058, 286.73
275, 0.2682, 0.8374, 0.1626, 0.1056, 287.28
276, 0.2681, 0.8372, 0.1628, 0.1053, 287.53
277, 0.2654, 0.8387, 0.1613, 0.1040, 286.59
278, 0.2674, 0.8375, 0.1625, 0.1049, 286.84
279, 0.2672, 0.8380, 0.1620, 0.1052, 286.65
280, 0.2662, 0.8383, 0.1617, 0.1045, 288.19
281, 0.2657, 0.8385, 0.1615, 0.1042, 287.06
282, 0.2669, 0.8379, 0.1621, 0.1049, 287.67
283, 0.2652, 0.8387, 0.1613, 0.1039, 286.41
284, 0.2681, 0.8374, 0.1626, 0.1056, 287.34
285, 0.2649, 0.8389, 0.1611, 0.1038, 286.51
286, 0.2660, 0.8384, 0.1616, 0.1043, 286.55
287, 0.2645, 0.8390, 0.1610, 0.1035, 286.93
288, 0.2662, 0.8384, 0.1616, 0.1047, 286.43
289, 0.2644, 0.8392, 0.1608, 0.1037, 258.50
290, 0.2641, 0.8393, 0.1607, 0.1034, 253.63
291, 0.2647, 0.8390, 0.1610, 0.1037, 253.66
292, 0.2652, 0.8389, 0.1611, 0.1041, 253.34
293, 0.2639, 0.8394, 0.1606, 0.1032, 253.51
294, 0.2633, 0.8397, 0.1603, 0.1030, 253.54
295, 0.2644, 0.8394, 0.1606, 0.1037, 253.69
296, 0.2631, 0.8400, 0.1600, 0.1031, 253.82
297, 0.2640, 0.8393, 0.1607, 0.1032, 253.34
298, 0.2630, 0.8399, 0.1601, 0.1029, 253.49
299, 0.2623, 0.8404, 0.1596, 0.1027, 253.54
300, 0.2632, 0.8401, 0.1599, 0.1033, 253.68
301, 0.2610, 0.8405, 0.1595, 0.1016, 253.44
302, 0.2627, 0.8400, 0.1600, 0.1027, 253.43
303, 0.2614, 0.8409, 0.1591, 0.1022, 253.45
304, 0.2623, 0.8403, 0.1597, 0.1026, 253.19
305, 0.2623, 0.8403, 0.1597, 0.1026, 253.38
306, 0.2608, 0.8411, 0.1589, 0.1020, 259.98
307, 0.2626, 0.8402, 0.1598, 0.1028, 293.06
308, 0.2623, 0.8407, 0.1593, 0.1030, 292.79
309, 0.2606, 0.8412, 0.1588, 0.1018, 292.81
310, 0.2617, 0.8408, 0.1592, 0.1025, 293.16
311, 0.2606, 0.8411, 0.1589, 0.1017, 293.11
312, 0.2609, 0.8409, 0.1591, 0.1017, 292.52
313, 0.2603, 0.8415, 0.1585, 0.1017, 284.62
314, 0.2587, 0.8420, 0.1580, 0.1007, 292.95
315, 0.2603, 0.8413, 0.1587, 0.1016, 293.31
316, 0.2611, 0.8413, 0.1587, 0.1024, 292.99
317, 0.2597, 0.8418, 0.1582, 0.1015, 293.23
318, 0.2608, 0.8413, 0.1587, 0.1021, 292.72
319, 0.2589, 0.8422, 0.1578, 0.1011, 284.62
320, 0.2582, 0.8423, 0.1577, 0.1005, 292.32
321, 0.2600, 0.8417, 0.1583, 0.1017, 292.91
322, 0.2591, 0.8420, 0.1580, 0.1012, 293.13
323, 0.2592, 0.8420, 0.1580, 0.1012, 293.12
324, 0.2584, 0.8424, 0.1576, 0.1008, 293.03
325, 0.2588, 0.8421, 0.1579, 0.1009, 293.19
326, 0.2588, 0.8421, 0.1579, 0.1009, 287.54
327, 0.2595, 0.8419, 0.1581, 0.1013, 293.00
328, 0.2558, 0.8436, 0.1564, 0.0994, 292.78
329, 0.2603, 0.8421, 0.1579, 0.1024, 292.82
330, 0.2578, 0.8426, 0.1574, 0.1004, 293.10
331, 0.2565, 0.8432, 0.1568, 0.0996, 292.85
332, 0.2572, 0.8430, 0.1570, 0.1001, 287.82
333, 0.2561, 0.8434, 0.1566, 0.0996, 289.59
334, 0.2570, 0.8431, 0.1569, 0.1001, 292.68
335, 0.2565, 0.8434, 0.1566, 0.1000, 293.09
336, 0.2562, 0.8434, 0.1566, 0.0996, 293.02
337, 0.2565, 0.8435, 0.1565, 0.1000, 287.33
338, 0.2567, 0.8434, 0.1566, 0.1001, 253.62
339, 0.2559, 0.8435, 0.1565, 0.0994, 253.87
340, 0.2586, 0.8426, 0.1574, 0.1012, 253.76
341, 0.2570, 0.8431, 0.1569, 0.1000, 253.68
342, 0.2571, 0.8432, 0.1568, 0.1003, 253.68
343, 0.2549, 0.8440, 0.1560, 0.0989, 253.70
344, 0.2552, 0.8440, 0.1560, 0.0992, 253.88
345, 0.2551, 0.8444, 0.1556, 0.0996, 253.34
346, 0.2556, 0.8439, 0.1561, 0.0994, 253.73
347, 0.2548, 0.8440, 0.1560, 0.0988, 253.65
348, 0.2539, 0.8444, 0.1556, 0.0983, 253.30
349, 0.2550, 0.8440, 0.1560, 0.0989, 253.35
350, 0.2554, 0.8441, 0.1559, 0.0996, 253.25
351, 0.2541, 0.8445, 0.1555, 0.0986, 253.43
352, 0.2544, 0.8444, 0.1556, 0.0988, 253.52
353, 0.2534, 0.8449, 0.1551, 0.0982, 253.79
354, 0.2538, 0.8447, 0.1553, 0.0986, 253.57
355, 0.2561, 0.8439, 0.1561, 0.1000, 253.73
356, 0.2541, 0.8446, 0.1554, 0.0987, 253.73
357, 0.2537, 0.8448, 0.1552, 0.0985, 253.61
358, 0.2531, 0.8451, 0.1549, 0.0982, 253.34
359, 0.2529, 0.8451, 0.1549, 0.0980, 253.61
360, 0.2513, 0.8459, 0.1541, 0.0972, 253.53
361, 0.2530, 0.8451, 0.1549, 0.0982, 253.11
362, 0.2525, 0.8452, 0.1548, 0.0977, 253.22
363, 0.2519, 0.8457, 0.1543, 0.0976, 253.67
364, 0.2526, 0.8452, 0.1548, 0.0977, 253.17
365, 0.2540, 0.8450, 0.1550, 0.0991, 253.48
366, 0.2516, 0.8458, 0.1542, 0.0973, 253.57
367, 0.2527, 0.8453, 0.1547, 0.0980, 253.34
368, 0.2523, 0.8455, 0.1545, 0.0978, 253.53
369, 0.2503, 0.8466, 0.1534, 0.0968, 253.32
370, 0.2531, 0.8452, 0.1548, 0.0983, 253.53
371, 0.2514, 0.8460, 0.1540, 0.0974, 252.24
372, 0.2527, 0.8455, 0.1545, 0.0981, 253.67
373, 0.2507, 0.8461, 0.1539, 0.0968, 253.35
374, 0.2515, 0.8460, 0.1540, 0.0975, 253.04
375, 0.2513, 0.8460, 0.1540, 0.0973, 253.51
376, 0.2514, 0.8459, 0.1541, 0.0974, 252.81
377, 0.2509, 0.8462, 0.1538, 0.0971, 253.59
378, 0.2507, 0.8462, 0.1538, 0.0969, 266.97
379, 0.2506, 0.8467, 0.1533, 0.0973, 266.05
380, 0.2488, 0.8472, 0.1528, 0.0960, 287.73
381, 0.2507, 0.8465, 0.1535, 0.0972, 285.92
382, 0.2504, 0.8466, 0.1534, 0.0970, 287.35
383, 0.2499, 0.8467, 0.1533, 0.0966, 287.54
384, 0.2499, 0.8468, 0.1532, 0.0967, 286.41
385, 0.2496, 0.8468, 0.1532, 0.0964, 287.99
386, 0.2504, 0.8464, 0.1536, 0.0968, 287.42
387, 0.2495, 0.8471, 0.1529, 0.0966, 286.61
388, 0.2497, 0.8470, 0.1530, 0.0967, 287.76
389, 0.2498, 0.8468, 0.1532, 0.0966, 287.61
390, 0.2487, 0.8472, 0.1528, 0.0959, 287.62
391, 0.2491, 0.8472, 0.1528, 0.0963, 288.42
392, 0.2501, 0.8468, 0.1532, 0.0969, 271.76
393, 0.2498, 0.8470, 0.1530, 0.0968, 253.50
394, 0.2484, 0.8475, 0.1525, 0.0959, 253.18
395, 0.2485, 0.8476, 0.1524, 0.0961, 253.42
396, 0.2492, 0.8473, 0.1527, 0.0966, 253.67
397, 0.2484, 0.8475, 0.1525, 0.0959, 254.01
398, 0.2474, 0.8481, 0.1519, 0.0954, 253.35
399, 0.2471, 0.8481, 0.1519, 0.0953, 253.77
400, 0.2479, 0.8480, 0.1520, 0.0959, 253.34
401, 0.2475, 0.8478, 0.1522, 0.0952, 253.23
402, 0.2488, 0.8477, 0.1523, 0.0964, 252.97
403, 0.2466, 0.8483, 0.1517, 0.0949, 253.18
404, 0.2478, 0.8478, 0.1522, 0.0956, 253.41
405, 0.2471, 0.8480, 0.1520, 0.0951, 253.77
406, 0.2472, 0.8481, 0.1519, 0.0953, 253.33
407, 0.2485, 0.8481, 0.1519, 0.0966, 253.32
408, 0.2472, 0.8483, 0.1517, 0.0955, 253.78
409, 0.2453, 0.8489, 0.1511, 0.0943, 253.33
410, 0.2449, 0.8494, 0.1506, 0.0943, 253.28
411, 0.2452, 0.8490, 0.1510, 0.0942, 253.32
412, 0.2455, 0.8489, 0.1511, 0.0944, 253.54
413, 0.2468, 0.8481, 0.1519, 0.0949, 253.41
414, 0.2477, 0.8480, 0.1520, 0.0957, 253.61
415, 0.2455, 0.8488, 0.1512, 0.0943, 253.20
416, 0.2467, 0.8484, 0.1516, 0.0951, 253.16
417, 0.2486, 0.8483, 0.1517, 0.0969, 253.26
418, 0.2462, 0.8487, 0.1513, 0.0949, 253.38
419, 0.2462, 0.8489, 0.1511, 0.0951, 332.01
420, 0.2462, 0.8489, 0.1511, 0.0950, 514.17
421, 0.2449, 0.8494, 0.1506, 0.0943, 513.80
422, 0.2455, 0.8488, 0.1512, 0.0943, 514.52
423, 0.2446, 0.8493, 0.1507, 0.0940, 513.98
424, 0.2454, 0.8495, 0.1505, 0.0950, 514.20
425, 0.2447, 0.8495, 0.1505, 0.0941, 514.27
426, 0.2455, 0.8491, 0.1509, 0.0946, 514.57
427, 0.2448, 0.8493, 0.1507, 0.0941, 514.42
428, 0.2444, 0.8497, 0.1503, 0.0941, 514.11
429, 0.2462, 0.8488, 0.1512, 0.0949, 513.60
430, 0.2452, 0.8490, 0.1510, 0.0942, 513.19
431, 0.2461, 0.8488, 0.1512, 0.0949, 514.17
432, 0.2467, 0.8488, 0.1512, 0.0955, 514.55
433, 0.2444, 0.8496, 0.1504, 0.0940, 513.96
434, 0.2438, 0.8499, 0.1501, 0.0938, 514.38
435, 0.2436, 0.8500, 0.1500, 0.0936, 514.28
436, 0.2438, 0.8500, 0.1500, 0.0938, 514.19
437, 0.2452, 0.8494, 0.1506, 0.0945, 514.06
438, 0.2435, 0.8502, 0.1498, 0.0936, 514.13
439, 0.2456, 0.8495, 0.1505, 0.0951, 514.52
440, 0.2446, 0.8497, 0.1503, 0.0943, 514.11
441, 0.2429, 0.8504, 0.1496, 0.0934, 514.12
442, 0.2432, 0.8503, 0.1497, 0.0935, 514.05
443, 0.2440, 0.8498, 0.1502, 0.0938, 514.08
444, 0.2444, 0.8499, 0.1501, 0.0943, 514.31
445, 0.2412, 0.8511, 0.1489, 0.0923, 514.47
446, 0.2427, 0.8506, 0.1494, 0.0934, 514.12
447, 0.2417, 0.8510, 0.1490, 0.0927, 514.13
448, 0.2432, 0.8503, 0.1497, 0.0935, 514.27
449, 0.2423, 0.8507, 0.1493, 0.0931, 513.83
