Epoch, Loss, Dice Score, Dice Loss, CE Loss, SkelRec Loss, Time
61, -0.3798, 0.7829, 0.2171, 0.1767, -0.7737, 570.28
62, -0.3779, 0.7827, 0.2173, 0.1781, -0.7734, 573.05
63, -0.3777, 0.7828, 0.2172, 0.1785, -0.7734, 571.46
64, -0.3846, 0.7845, 0.2155, 0.1747, -0.7748, 571.03
65, -0.3856, 0.7847, 0.2153, 0.1747, -0.7756, 572.04
66, -0.3871, 0.7854, 0.2146, 0.1740, -0.7757, 575.17
67, -0.3888, 0.7862, 0.2138, 0.1738, -0.7764, 570.04
68, -0.3915, 0.7868, 0.2132, 0.1724, -0.7770, 571.55
69, -0.3923, 0.7871, 0.2129, 0.1720, -0.7772, 569.00
70, -0.3931, 0.7872, 0.2128, 0.1717, -0.7776, 569.68
71, -0.3965, 0.7886, 0.2114, 0.1708, -0.7786, 574.16
72, -0.3990, 0.7892, 0.2108, 0.1691, -0.7789, 570.68
73, -0.4026, 0.7905, 0.2095, 0.1676, -0.7798, 571.52
74, -0.4008, 0.7901, 0.2099, 0.1687, -0.7794, 569.89
75, -0.4038, 0.7908, 0.2092, 0.1677, -0.7806, 571.70
76, -0.4054, 0.7913, 0.2087, 0.1669, -0.7809, 572.57
77, -0.4061, 0.7918, 0.2082, 0.1667, -0.7810, 571.77
78, -0.4087, 0.7924, 0.2076, 0.1653, -0.7816, 573.69
79, -0.4109, 0.7933, 0.2067, 0.1645, -0.7820, 572.03
80, -0.4107, 0.7934, 0.2066, 0.1651, -0.7824, 573.25
81, -0.4111, 0.7936, 0.2064, 0.1652, -0.7826, 571.60
82, -0.4121, 0.7937, 0.2063, 0.1643, -0.7827, 575.64
83, -0.4142, 0.7948, 0.2052, 0.1642, -0.7836, 571.84
84, -0.4149, 0.7949, 0.2051, 0.1638, -0.7837, 572.52
85, -0.4180, 0.7959, 0.2041, 0.1620, -0.7841, 572.04
86, -0.4171, 0.7958, 0.2042, 0.1629, -0.7841, 571.54
87, -0.4211, 0.7966, 0.2034, 0.1608, -0.7853, 572.12
88, -0.4205, 0.7968, 0.2032, 0.1613, -0.7850, 570.67
89, -0.4255, 0.7984, 0.2016, 0.1595, -0.7865, 571.69
90, -0.4218, 0.7970, 0.2030, 0.1606, -0.7854, 572.85
91, -0.4260, 0.7986, 0.2014, 0.1591, -0.7865, 569.26
92, -0.4278, 0.7989, 0.2011, 0.1583, -0.7872, 570.62
93, -0.4254, 0.7988, 0.2012, 0.1600, -0.7866, 571.21
94, -0.4321, 0.8004, 0.1996, 0.1566, -0.7883, 571.81
95, -0.4298, 0.7999, 0.2001, 0.1576, -0.7875, 572.50
96, -0.4327, 0.8008, 0.1992, 0.1565, -0.7884, 569.55
97, -0.4325, 0.8006, 0.1994, 0.1564, -0.7883, 567.94
98, -0.4341, 0.8011, 0.1989, 0.1555, -0.7886, 571.87
99, -0.4340, 0.8013, 0.1987, 0.1562, -0.7889, 573.30
100, -0.4360, 0.8019, 0.1981, 0.1550, -0.7891, 572.38
101, -0.4380, 0.8026, 0.1974, 0.1543, -0.7897, 571.20
102, -0.4389, 0.8027, 0.1973, 0.1539, -0.7902, 585.76
103, -0.4389, 0.8028, 0.1972, 0.1539, -0.7900, 575.39
104, -0.4392, 0.8029, 0.1971, 0.1537, -0.7900, 570.64
105, -0.4406, 0.8036, 0.1964, 0.1540, -0.7910, 571.71
106, -0.4436, 0.8043, 0.1957, 0.1520, -0.7913, 573.51
107, -0.4431, 0.8045, 0.1955, 0.1527, -0.7913, 572.42
108, -0.4448, 0.8048, 0.1952, 0.1515, -0.7915, 574.58
109, -0.4465, 0.8054, 0.1946, 0.1509, -0.7920, 617.63
110, -0.4488, 0.8065, 0.1935, 0.1503, -0.7927, 619.51
111, -0.4488, 0.8063, 0.1937, 0.1505, -0.7929, 615.88
112, -0.4477, 0.8058, 0.1942, 0.1509, -0.7928, 617.49
113, -0.4481, 0.8060, 0.1940, 0.1508, -0.7929, 621.74
114, -0.4480, 0.8063, 0.1937, 0.1508, -0.7926, 615.66
115, -0.4527, 0.8075, 0.1925, 0.1487, -0.7939, 612.58
116, -0.4507, 0.8073, 0.1927, 0.1501, -0.7936, 616.52
117, -0.4532, 0.8078, 0.1922, 0.1485, -0.7939, 616.02
118, -0.4518, 0.8076, 0.1924, 0.1495, -0.7937, 617.51
119, -0.4533, 0.8079, 0.1921, 0.1486, -0.7940, 616.85
120, -0.4591, 0.8096, 0.1904, 0.1458, -0.7953, 616.17
121, -0.4561, 0.8086, 0.1914, 0.1474, -0.7949, 617.28
122, -0.4566, 0.8091, 0.1909, 0.1476, -0.7950, 616.23
123, -0.4593, 0.8099, 0.1901, 0.1462, -0.7955, 617.78
124, -0.4560, 0.8092, 0.1908, 0.1485, -0.7952, 617.05
125, -0.4619, 0.8108, 0.1892, 0.1453, -0.7965, 617.60
126, -0.4633, 0.8113, 0.1887, 0.1445, -0.7965, 615.55
127, -0.4611, 0.8108, 0.1892, 0.1456, -0.7959, 614.61
128, -0.4629, 0.8112, 0.1888, 0.1448, -0.7965, 614.85
129, -0.4636, 0.8114, 0.1886, 0.1443, -0.7964, 614.66
130, -0.4651, 0.8120, 0.1880, 0.1441, -0.7972, 613.53
131, -0.4675, 0.8130, 0.1870, 0.1430, -0.7976, 614.50
132, -0.4661, 0.8125, 0.1875, 0.1440, -0.7977, 615.75
133, -0.4680, 0.8127, 0.1873, 0.1426, -0.7979, 614.57
134, -0.4669, 0.8130, 0.1870, 0.1441, -0.7981, 616.35
135, -0.4683, 0.8131, 0.1869, 0.1426, -0.7978, 618.05
136, -0.4702, 0.8136, 0.1864, 0.1418, -0.7984, 616.06
137, -0.4697, 0.8134, 0.1866, 0.1420, -0.7983, 615.11
138, -0.4703, 0.8138, 0.1862, 0.1421, -0.7987, 615.03
139, -0.4710, 0.8142, 0.1858, 0.1421, -0.7989, 615.30
140, -0.4721, 0.8146, 0.1854, 0.1414, -0.7989, 615.68
141, -0.4726, 0.8146, 0.1854, 0.1415, -0.7995, 614.68
142, -0.4750, 0.8158, 0.1842, 0.1406, -0.7998, 614.08
143, -0.4764, 0.8159, 0.1841, 0.1397, -0.8002, 614.85
144, -0.4728, 0.8151, 0.1849, 0.1418, -0.7995, 615.08
145, -0.4746, 0.8154, 0.1846, 0.1406, -0.7998, 614.88
146, -0.4787, 0.8168, 0.1832, 0.1388, -0.8007, 614.59
147, -0.4760, 0.8162, 0.1838, 0.1402, -0.8000, 614.20
148, -0.4781, 0.8164, 0.1836, 0.1386, -0.8003, 616.80
149, -0.4781, 0.8167, 0.1833, 0.1392, -0.8006, 614.29
150, -0.4778, 0.8169, 0.1831, 0.1401, -0.8010, 616.08
151, -0.4806, 0.8173, 0.1827, 0.1379, -0.8011, 615.93
152, -0.4814, 0.8179, 0.1821, 0.1379, -0.8014, 614.50
153, -0.4815, 0.8178, 0.1822, 0.1379, -0.8016, 614.41
154, -0.4800, 0.8176, 0.1824, 0.1389, -0.8013, 615.15
155, -0.4821, 0.8180, 0.1820, 0.1372, -0.8013, 615.80
156, -0.4801, 0.8174, 0.1826, 0.1385, -0.8012, 614.74
157, -0.4843, 0.8188, 0.1812, 0.1367, -0.8022, 615.37
158, -0.4846, 0.8190, 0.1810, 0.1367, -0.8023, 618.92
159, -0.4838, 0.8188, 0.1812, 0.1372, -0.8023, 618.57
160, -0.4826, 0.8184, 0.1816, 0.1380, -0.8022, 615.12
161, -0.4861, 0.8195, 0.1805, 0.1360, -0.8026, 614.45
162, -0.4864, 0.8199, 0.1801, 0.1367, -0.8032, 616.41
163, -0.4869, 0.8197, 0.1803, 0.1358, -0.8030, 613.68
164, -0.4895, 0.8205, 0.1795, 0.1347, -0.8037, 616.10
165, -0.4878, 0.8202, 0.1798, 0.1353, -0.8029, 614.87
166, -0.4902, 0.8207, 0.1793, 0.1343, -0.8039, 614.49
167, -0.4922, 0.8216, 0.1784, 0.1338, -0.8044, 615.90
168, -0.4909, 0.8213, 0.1787, 0.1343, -0.8039, 616.56
169, -0.4910, 0.8213, 0.1787, 0.1344, -0.8041, 616.46
170, -0.4934, 0.8221, 0.1779, 0.1333, -0.8046, 615.53
171, -0.4898, 0.8212, 0.1788, 0.1354, -0.8040, 614.84
172, -0.4932, 0.8220, 0.1780, 0.1336, -0.8047, 614.28
173, -0.4932, 0.8221, 0.1779, 0.1334, -0.8045, 615.15
174, -0.4929, 0.8220, 0.1780, 0.1340, -0.8049, 616.23
175, -0.4944, 0.8225, 0.1775, 0.1329, -0.8049, 614.58
176, -0.4947, 0.8226, 0.1774, 0.1328, -0.8049, 615.06
177, -0.4951, 0.8226, 0.1774, 0.1326, -0.8051, 615.59
178, -0.4940, 0.8225, 0.1775, 0.1336, -0.8050, 615.60
179, -0.4948, 0.8228, 0.1772, 0.1334, -0.8054, 615.18
180, -0.4975, 0.8233, 0.1767, 0.1316, -0.8058, 578.86
181, -0.4970, 0.8236, 0.1764, 0.1320, -0.8054, 562.80
182, -0.4963, 0.8231, 0.1769, 0.1324, -0.8055, 562.61
183, -0.4989, 0.8239, 0.1761, 0.1310, -0.8061, 560.92
184, -0.5002, 0.8244, 0.1756, 0.1308, -0.8066, 562.94
185, -0.5006, 0.8247, 0.1753, 0.1308, -0.8067, 561.83
186, -0.5000, 0.8244, 0.1756, 0.1309, -0.8065, 563.50
187, -0.4999, 0.8246, 0.1754, 0.1313, -0.8066, 562.04
188, -0.5011, 0.8247, 0.1753, 0.1304, -0.8067, 564.97
189, -0.5008, 0.8247, 0.1753, 0.1306, -0.8068, 575.25
190, -0.5008, 0.8249, 0.1751, 0.1307, -0.8066, 614.14
191, -0.5024, 0.8252, 0.1748, 0.1300, -0.8072, 614.49
192, -0.5053, 0.8262, 0.1738, 0.1288, -0.8079, 615.95
193, -0.5023, 0.8254, 0.1746, 0.1302, -0.8072, 613.28
194, -0.5044, 0.8260, 0.1740, 0.1293, -0.8077, 614.68
195, -0.5032, 0.8258, 0.1742, 0.1301, -0.8074, 615.48
196, -0.5043, 0.8262, 0.1738, 0.1297, -0.8077, 614.65
197, -0.5050, 0.8261, 0.1739, 0.1292, -0.8081, 615.56
198, -0.5058, 0.8264, 0.1736, 0.1286, -0.8081, 614.07
199, -0.5068, 0.8269, 0.1731, 0.1287, -0.8086, 613.80
200, -0.5062, 0.8267, 0.1733, 0.1287, -0.8082, 613.93
201, -0.5085, 0.8274, 0.1726, 0.1276, -0.8088, 613.50
202, -0.5073, 0.8270, 0.1730, 0.1284, -0.8087, 612.28
203, -0.5091, 0.8276, 0.1724, 0.1277, -0.8092, 608.52
204, -0.5083, 0.8275, 0.1725, 0.1279, -0.8087, 608.37
205, -0.5091, 0.8277, 0.1723, 0.1275, -0.8089, 610.08
206, -0.5088, 0.8277, 0.1723, 0.1277, -0.8088, 613.31
207, -0.5089, 0.8276, 0.1724, 0.1278, -0.8090, 614.43
208, -0.5092, 0.8276, 0.1724, 0.1274, -0.8090, 616.36
209, -0.5070, 0.8273, 0.1727, 0.1292, -0.8088, 614.75
210, -0.5123, 0.8287, 0.1713, 0.1264, -0.8100, 615.26
211, -0.5107, 0.8282, 0.1718, 0.1270, -0.8094, 614.19
212, -0.5128, 0.8290, 0.1710, 0.1262, -0.8100, 616.61
213, -0.5116, 0.8287, 0.1713, 0.1268, -0.8097, 614.60
214, -0.5121, 0.8288, 0.1712, 0.1266, -0.8099, 615.00
215, -0.5117, 0.8286, 0.1714, 0.1267, -0.8098, 614.14
216, -0.5125, 0.8291, 0.1709, 0.1263, -0.8097, 617.14
217, -0.5131, 0.8291, 0.1709, 0.1260, -0.8099, 615.73
218, -0.5154, 0.8299, 0.1701, 0.1252, -0.8106, 615.34
219, -0.5139, 0.8295, 0.1705, 0.1259, -0.8103, 614.62
220, -0.5148, 0.8298, 0.1702, 0.1256, -0.8107, 615.85
221, -0.5154, 0.8300, 0.1700, 0.1257, -0.8111, 608.21
222, -0.5165, 0.8301, 0.1699, 0.1249, -0.8113, 613.40
223, -0.5167, 0.8303, 0.1697, 0.1246, -0.8110, 612.73
224, -0.5144, 0.8298, 0.1702, 0.1259, -0.8105, 612.64
225, -0.5151, 0.8298, 0.1702, 0.1252, -0.8105, 610.66
226, -0.5166, 0.8304, 0.1696, 0.1248, -0.8111, 612.32
227, -0.5174, 0.8308, 0.1692, 0.1245, -0.8111, 612.11
228, -0.5176, 0.8306, 0.1694, 0.1244, -0.8114, 611.24
229, -0.5197, 0.8314, 0.1686, 0.1236, -0.8120, 610.44
230, -0.5200, 0.8314, 0.1686, 0.1234, -0.8119, 611.75
231, -0.5191, 0.8314, 0.1686, 0.1240, -0.8117, 610.63
232, -0.5196, 0.8315, 0.1685, 0.1236, -0.8117, 611.47
233, -0.5196, 0.8315, 0.1685, 0.1237, -0.8118, 608.96
234, -0.5194, 0.8315, 0.1685, 0.1238, -0.8117, 570.06
235, -0.5202, 0.8315, 0.1685, 0.1233, -0.8120, 570.37
236, -0.5205, 0.8319, 0.1681, 0.1236, -0.8122, 569.68
237, -0.5201, 0.8318, 0.1682, 0.1238, -0.8122, 569.32
238, -0.5219, 0.8322, 0.1678, 0.1229, -0.8126, 570.18
239, -0.5224, 0.8327, 0.1673, 0.1230, -0.8127, 569.74
240, -0.5199, 0.8320, 0.1680, 0.1241, -0.8119, 569.56
241, -0.5230, 0.8327, 0.1673, 0.1225, -0.8128, 569.69
242, -0.5218, 0.8324, 0.1676, 0.1231, -0.8125, 569.78
243, -0.5248, 0.8332, 0.1668, 0.1215, -0.8130, 569.53
244, -0.5238, 0.8330, 0.1670, 0.1223, -0.8130, 568.78
245, -0.5242, 0.8331, 0.1669, 0.1221, -0.8132, 569.75
246, -0.5244, 0.8332, 0.1668, 0.1224, -0.8135, 570.03
247, -0.5249, 0.8333, 0.1667, 0.1217, -0.8133, 569.74
248, -0.5251, 0.8334, 0.1666, 0.1217, -0.8134, 569.94
249, -0.5265, 0.8340, 0.1660, 0.1214, -0.8139, 569.51
250, -0.5269, 0.8339, 0.1661, 0.1210, -0.8139, 569.46
251, -0.5252, 0.8336, 0.1664, 0.1217, -0.8133, 570.07
252, -0.5275, 0.8342, 0.1658, 0.1207, -0.8139, 570.39
253, -0.5270, 0.8340, 0.1660, 0.1208, -0.8138, 569.18
254, -0.5284, 0.8347, 0.1653, 0.1204, -0.8141, 569.19
255, -0.5259, 0.8340, 0.1660, 0.1220, -0.8139, 570.55
256, -0.5281, 0.8347, 0.1653, 0.1207, -0.8141, 569.79
257, -0.5269, 0.8341, 0.1659, 0.1211, -0.8140, 568.58
258, -0.5264, 0.8338, 0.1662, 0.1210, -0.8137, 570.00
259, -0.5295, 0.8351, 0.1649, 0.1202, -0.8146, 569.31
260, -0.5254, 0.8337, 0.1663, 0.1217, -0.8134, 569.68
261, -0.5272, 0.8346, 0.1654, 0.1219, -0.8144, 570.45
262, -0.5272, 0.8345, 0.1655, 0.1211, -0.8139, 569.87
263, -0.5325, 0.8358, 0.1642, 0.1185, -0.8153, 570.69
264, -0.5314, 0.8354, 0.1646, 0.1189, -0.8150, 571.63
265, -0.5320, 0.8359, 0.1641, 0.1190, -0.8150, 569.86
266, -0.5311, 0.8356, 0.1644, 0.1194, -0.8149, 569.06
267, -0.5300, 0.8351, 0.1649, 0.1199, -0.8148, 569.99
268, -0.5329, 0.8361, 0.1639, 0.1187, -0.8155, 569.06
269, -0.5328, 0.8362, 0.1638, 0.1187, -0.8153, 569.09
270, -0.5327, 0.8361, 0.1639, 0.1189, -0.8155, 568.57
271, -0.5327, 0.8360, 0.1640, 0.1186, -0.8153, 567.38
272, -0.5348, 0.8368, 0.1632, 0.1182, -0.8162, 567.91
273, -0.5293, 0.8356, 0.1644, 0.1213, -0.8149, 570.12
274, -0.5342, 0.8366, 0.1634, 0.1182, -0.8158, 570.20
275, -0.5359, 0.8369, 0.1631, 0.1173, -0.8163, 569.43
276, -0.5334, 0.8365, 0.1635, 0.1188, -0.8156, 568.72
277, -0.5355, 0.8372, 0.1628, 0.1180, -0.8163, 569.82
278, -0.5343, 0.8365, 0.1635, 0.1180, -0.8158, 570.83
279, -0.5356, 0.8373, 0.1627, 0.1179, -0.8163, 570.10
280, -0.5355, 0.8370, 0.1630, 0.1176, -0.8160, 569.08
281, -0.5371, 0.8376, 0.1624, 0.1171, -0.8165, 569.43
282, -0.5352, 0.8371, 0.1629, 0.1180, -0.8161, 569.65
283, -0.5344, 0.8368, 0.1632, 0.1182, -0.8158, 568.95
284, -0.5373, 0.8378, 0.1622, 0.1171, -0.8166, 569.53
285, -0.5375, 0.8379, 0.1621, 0.1167, -0.8163, 569.75
286, -0.5354, 0.8376, 0.1624, 0.1187, -0.8165, 569.99
287, -0.5379, 0.8381, 0.1619, 0.1171, -0.8169, 570.53
288, -0.5360, 0.8374, 0.1626, 0.1177, -0.8164, 572.78
289, -0.5384, 0.8381, 0.1619, 0.1164, -0.8168, 571.75
290, -0.5361, 0.8373, 0.1627, 0.1172, -0.8160, 571.69
291, -0.5372, 0.8376, 0.1624, 0.1170, -0.8166, 571.06
292, -0.5381, 0.8380, 0.1620, 0.1167, -0.8168, 571.64
293, -0.5381, 0.8380, 0.1620, 0.1165, -0.8167, 570.62
294, -0.5381, 0.8381, 0.1619, 0.1169, -0.8169, 571.24
295, -0.5376, 0.8380, 0.1620, 0.1171, -0.8168, 569.77
296, -0.5383, 0.8382, 0.1618, 0.1169, -0.8169, 574.82
297, -0.5362, 0.8376, 0.1624, 0.1177, -0.8163, 578.11
298, -0.5413, 0.8391, 0.1609, 0.1154, -0.8177, 571.38
299, -0.5393, 0.8386, 0.1614, 0.1164, -0.8171, 571.39
300, -0.5407, 0.8390, 0.1610, 0.1157, -0.8175, 574.02
301, -0.5408, 0.8392, 0.1608, 0.1157, -0.8174, 572.49
302, -0.5412, 0.8390, 0.1610, 0.1154, -0.8176, 574.28
303, -0.5410, 0.8391, 0.1609, 0.1157, -0.8176, 572.03
304, -0.5420, 0.8393, 0.1607, 0.1154, -0.8180, 575.22
305, -0.5398, 0.8392, 0.1608, 0.1170, -0.8177, 575.78
306, -0.5405, 0.8391, 0.1609, 0.1166, -0.8179, 576.77
307, -0.5430, 0.8399, 0.1601, 0.1151, -0.8182, 578.96
308, -0.5428, 0.8399, 0.1601, 0.1155, -0.8184, 580.91
309, -0.5422, 0.8395, 0.1605, 0.1151, -0.8178, 573.79
310, -0.5428, 0.8397, 0.1603, 0.1152, -0.8182, 572.73
311, -0.5412, 0.8394, 0.1606, 0.1160, -0.8179, 572.06
312, -0.5411, 0.8395, 0.1605, 0.1161, -0.8177, 573.02
313, -0.5428, 0.8398, 0.1602, 0.1152, -0.8182, 571.72
314, -0.5428, 0.8402, 0.1598, 0.1157, -0.8183, 572.71
315, -0.5442, 0.8405, 0.1595, 0.1145, -0.8182, 572.93
316, -0.5448, 0.8406, 0.1594, 0.1142, -0.8185, 572.84
317, -0.5450, 0.8404, 0.1596, 0.1139, -0.8185, 572.63
318, -0.5460, 0.8408, 0.1592, 0.1140, -0.8192, 573.09
319, -0.5423, 0.8399, 0.1601, 0.1159, -0.8182, 573.04
320, -0.5445, 0.8404, 0.1596, 0.1144, -0.8185, 573.66
321, -0.5455, 0.8407, 0.1593, 0.1141, -0.8189, 576.32
322, -0.5462, 0.8411, 0.1589, 0.1137, -0.8188, 573.61
323, -0.5437, 0.8401, 0.1599, 0.1150, -0.8186, 572.79
324, -0.5445, 0.8408, 0.1592, 0.1147, -0.8185, 573.24
325, -0.5468, 0.8412, 0.1588, 0.1137, -0.8192, 570.94
326, -0.5454, 0.8408, 0.1592, 0.1141, -0.8187, 575.12
327, -0.5462, 0.8411, 0.1589, 0.1141, -0.8193, 571.21
328, -0.5470, 0.8414, 0.1586, 0.1137, -0.8193, 572.38
329, -0.5460, 0.8412, 0.1588, 0.1143, -0.8191, 572.52
330, -0.5499, 0.8421, 0.1579, 0.1122, -0.8199, 573.59
331, -0.5453, 0.8409, 0.1591, 0.1146, -0.8191, 572.76
332, -0.5466, 0.8413, 0.1587, 0.1138, -0.8192, 574.23
333, -0.5479, 0.8417, 0.1583, 0.1133, -0.8196, 572.77
334, -0.5486, 0.8419, 0.1581, 0.1129, -0.8196, 572.81
335, -0.5480, 0.8416, 0.1584, 0.1133, -0.8197, 571.49
336, -0.5479, 0.8418, 0.1582, 0.1134, -0.8195, 576.56
337, -0.5472, 0.8418, 0.1582, 0.1141, -0.8194, 575.78
338, -0.5481, 0.8419, 0.1581, 0.1133, -0.8195, 571.66
339, -0.5510, 0.8424, 0.1576, 0.1116, -0.8202, 574.23
340, -0.5505, 0.8426, 0.1574, 0.1122, -0.8201, 571.87
341, -0.5485, 0.8419, 0.1581, 0.1131, -0.8196, 571.40
342, -0.5493, 0.8422, 0.1578, 0.1126, -0.8197, 581.29
343, -0.5487, 0.8421, 0.1579, 0.1129, -0.8195, 597.31
344, -0.5506, 0.8426, 0.1574, 0.1123, -0.8203, 597.74
345, -0.5506, 0.8426, 0.1574, 0.1123, -0.8203, 587.51
346, -0.5504, 0.8425, 0.1575, 0.1121, -0.8201, 588.40
347, -0.5504, 0.8425, 0.1575, 0.1122, -0.8200, 591.09
348, -0.5518, 0.8431, 0.1569, 0.1118, -0.8206, 599.27
349, -0.5505, 0.8425, 0.1575, 0.1122, -0.8202, 594.33
350, -0.5520, 0.8431, 0.1569, 0.1117, -0.8206, 589.64
351, -0.5518, 0.8431, 0.1569, 0.1116, -0.8203, 604.22
352, -0.5538, 0.8437, 0.1563, 0.1109, -0.8210, 587.93
353, -0.5516, 0.8431, 0.1569, 0.1121, -0.8206, 589.93
354, -0.5534, 0.8437, 0.1563, 0.1111, -0.8209, 598.71
355, -0.5528, 0.8434, 0.1566, 0.1116, -0.8209, 593.96
356, -0.5529, 0.8435, 0.1565, 0.1117, -0.8211, 598.34
357, -0.5537, 0.8437, 0.1563, 0.1110, -0.8210, 596.98
358, -0.5532, 0.8436, 0.1564, 0.1115, -0.8211, 597.50
359, -0.5518, 0.8429, 0.1571, 0.1117, -0.8207, 574.66
360, -0.5509, 0.8428, 0.1572, 0.1122, -0.8204, 572.23
361, -0.5541, 0.8439, 0.1561, 0.1110, -0.8212, 571.74
362, -0.5546, 0.8440, 0.1560, 0.1106, -0.8212, 572.19
363, -0.5538, 0.8437, 0.1563, 0.1108, -0.8209, 571.95
364, -0.5536, 0.8437, 0.1563, 0.1111, -0.8211, 572.31
365, -0.5531, 0.8438, 0.1562, 0.1116, -0.8210, 572.42
366, -0.5553, 0.8443, 0.1557, 0.1105, -0.8215, 572.51
367, -0.5552, 0.8442, 0.1558, 0.1105, -0.8214, 572.52
368, -0.5553, 0.8443, 0.1557, 0.1104, -0.8214, 572.59
369, -0.5531, 0.8440, 0.1560, 0.1123, -0.8214, 571.71
370, -0.5561, 0.8446, 0.1554, 0.1106, -0.8221, 572.71
371, -0.5563, 0.8446, 0.1554, 0.1102, -0.8219, 571.36
372, -0.5541, 0.8439, 0.1561, 0.1109, -0.8211, 572.01
373, -0.5551, 0.8443, 0.1557, 0.1107, -0.8215, 571.67
374, -0.5560, 0.8446, 0.1554, 0.1103, -0.8217, 572.63
375, -0.5572, 0.8450, 0.1550, 0.1100, -0.8222, 571.05
376, -0.5565, 0.8447, 0.1553, 0.1100, -0.8217, 572.30
