Epoch, Loss, Dice Score, Dice Loss, CE Loss, SkelRec Loss, Time
79, -0.4063, 0.7922, 0.2078, 0.1671, -0.7812, 582.52
80, -0.4106, 0.7933, 0.2067, 0.1647, -0.7820, 582.01
81, -0.4129, 0.7940, 0.2060, 0.1641, -0.7829, 580.70
82, -0.4130, 0.7940, 0.2060, 0.1637, -0.7827, 582.66
83, -0.4149, 0.7948, 0.2052, 0.1632, -0.7834, 580.05
84, -0.4145, 0.7946, 0.2054, 0.1634, -0.7833, 581.35
85, -0.4152, 0.7950, 0.2050, 0.1635, -0.7838, 579.40
86, -0.4192, 0.7960, 0.2040, 0.1613, -0.7844, 583.12
87, -0.4186, 0.7961, 0.2039, 0.1618, -0.7843, 578.44
88, -0.4201, 0.7965, 0.2035, 0.1613, -0.7849, 582.24
89, -0.4259, 0.7982, 0.2018, 0.1585, -0.7863, 582.27
90, -0.4241, 0.7977, 0.2023, 0.1595, -0.7859, 578.27
91, -0.4260, 0.7985, 0.2015, 0.1588, -0.7864, 578.43
92, -0.4245, 0.7983, 0.2017, 0.1602, -0.7864, 579.59
93, -0.4277, 0.7989, 0.2011, 0.1584, -0.7872, 580.10
94, -0.4294, 0.7996, 0.2004, 0.1577, -0.7875, 580.48
95, -0.4317, 0.8003, 0.1997, 0.1563, -0.7877, 575.62
96, -0.4300, 0.8000, 0.2000, 0.1578, -0.7878, 573.30
97, -0.4318, 0.8004, 0.1996, 0.1568, -0.7883, 575.81
98, -0.4343, 0.8014, 0.1986, 0.1558, -0.7888, 582.43
99, -0.4354, 0.8016, 0.1984, 0.1552, -0.7891, 577.82
100, -0.4371, 0.8020, 0.1980, 0.1543, -0.7894, 581.33
101, -0.4350, 0.8018, 0.1982, 0.1561, -0.7893, 590.45
102, -0.4405, 0.8031, 0.1969, 0.1531, -0.7905, 583.29
103, -0.4391, 0.8028, 0.1972, 0.1539, -0.7902, 578.16
104, -0.4413, 0.8036, 0.1964, 0.1530, -0.7908, 580.66
105, -0.4400, 0.8036, 0.1964, 0.1540, -0.7904, 581.38
106, -0.4409, 0.8036, 0.1964, 0.1535, -0.7908, 579.64
107, -0.4441, 0.8043, 0.1957, 0.1514, -0.7912, 584.80
108, -0.4450, 0.8049, 0.1951, 0.1515, -0.7916, 624.24
109, -0.4462, 0.8053, 0.1947, 0.1512, -0.7921, 623.00
110, -0.4483, 0.8060, 0.1940, 0.1504, -0.7927, 622.23
111, -0.4456, 0.8055, 0.1945, 0.1514, -0.7915, 624.91
112, -0.4480, 0.8062, 0.1938, 0.1507, -0.7926, 629.43
113, -0.4482, 0.8062, 0.1938, 0.1507, -0.7927, 623.22
114, -0.4495, 0.8063, 0.1937, 0.1499, -0.7930, 616.77
115, -0.4512, 0.8070, 0.1930, 0.1491, -0.7933, 618.74
116, -0.4497, 0.8067, 0.1933, 0.1502, -0.7932, 618.09
117, -0.4518, 0.8074, 0.1926, 0.1492, -0.7936, 616.68
118, -0.4535, 0.8080, 0.1920, 0.1483, -0.7938, 617.66
119, -0.4561, 0.8086, 0.1914, 0.1474, -0.7949, 617.47
120, -0.4549, 0.8087, 0.1913, 0.1485, -0.7947, 619.20
121, -0.4566, 0.8090, 0.1910, 0.1473, -0.7949, 620.73
122, -0.4560, 0.8089, 0.1911, 0.1478, -0.7949, 622.52
123, -0.4602, 0.8100, 0.1900, 0.1455, -0.7957, 625.05
124, -0.4591, 0.8099, 0.1901, 0.1461, -0.7952, 625.88
125, -0.4604, 0.8103, 0.1897, 0.1460, -0.7961, 623.95
126, -0.4617, 0.8107, 0.1893, 0.1451, -0.7962, 626.80
127, -0.4626, 0.8110, 0.1890, 0.1448, -0.7964, 626.22
128, -0.4660, 0.8121, 0.1879, 0.1432, -0.7970, 623.11
129, -0.4614, 0.8108, 0.1892, 0.1460, -0.7966, 622.46
130, -0.4653, 0.8120, 0.1880, 0.1438, -0.7972, 621.35
131, -0.4668, 0.8126, 0.1874, 0.1432, -0.7974, 617.86
132, -0.4662, 0.8121, 0.1879, 0.1435, -0.7975, 620.43
133, -0.4659, 0.8123, 0.1877, 0.1438, -0.7975, 619.27
134, -0.4687, 0.8132, 0.1868, 0.1427, -0.7981, 619.84
135, -0.4698, 0.8135, 0.1865, 0.1421, -0.7983, 624.95
136, -0.4673, 0.8129, 0.1871, 0.1433, -0.7977, 624.95
137, -0.4701, 0.8137, 0.1863, 0.1421, -0.7984, 621.48
138, -0.4728, 0.8144, 0.1856, 0.1411, -0.7994, 624.53
139, -0.4705, 0.8138, 0.1862, 0.1422, -0.7989, 624.94
140, -0.4727, 0.8147, 0.1853, 0.1413, -0.7993, 624.21
141, -0.4738, 0.8150, 0.1850, 0.1409, -0.7996, 623.85
142, -0.4715, 0.8146, 0.1854, 0.1422, -0.7991, 624.93
143, -0.4745, 0.8153, 0.1847, 0.1405, -0.7997, 626.73
144, -0.4753, 0.8155, 0.1845, 0.1403, -0.8001, 626.85
145, -0.4771, 0.8159, 0.1841, 0.1392, -0.8004, 620.90
146, -0.4777, 0.8164, 0.1836, 0.1390, -0.8003, 625.19
147, -0.4744, 0.8154, 0.1846, 0.1404, -0.7994, 625.57
148, -0.4772, 0.8159, 0.1841, 0.1392, -0.8006, 625.34
149, -0.4761, 0.8160, 0.1840, 0.1403, -0.8004, 621.54
150, -0.4782, 0.8168, 0.1832, 0.1391, -0.8006, 621.50
151, -0.4798, 0.8172, 0.1828, 0.1389, -0.8014, 622.32
152, -0.4791, 0.8169, 0.1831, 0.1387, -0.8009, 624.43
153, -0.4830, 0.8181, 0.1819, 0.1372, -0.8021, 623.35
154, -0.4816, 0.8180, 0.1820, 0.1381, -0.8017, 624.92
155, -0.4812, 0.8175, 0.1825, 0.1381, -0.8017, 621.74
156, -0.4840, 0.8184, 0.1816, 0.1367, -0.8022, 625.03
157, -0.4827, 0.8183, 0.1817, 0.1376, -0.8020, 620.65
158, -0.4862, 0.8194, 0.1806, 0.1359, -0.8028, 622.42
159, -0.4851, 0.8191, 0.1809, 0.1366, -0.8026, 620.88
160, -0.4857, 0.8191, 0.1809, 0.1361, -0.8027, 624.00
161, -0.4869, 0.8196, 0.1804, 0.1354, -0.8028, 621.42
162, -0.4856, 0.8193, 0.1807, 0.1365, -0.8029, 623.28
163, -0.4881, 0.8202, 0.1798, 0.1352, -0.8031, 620.56
164, -0.4864, 0.8195, 0.1805, 0.1356, -0.8025, 621.18
165, -0.4895, 0.8206, 0.1794, 0.1347, -0.8035, 620.95
166, -0.4846, 0.8193, 0.1807, 0.1373, -0.8026, 622.56
167, -0.4875, 0.8201, 0.1799, 0.1356, -0.8031, 619.57
168, -0.4899, 0.8210, 0.1790, 0.1349, -0.8037, 621.12
169, -0.4926, 0.8216, 0.1784, 0.1332, -0.8042, 621.94
170, -0.4907, 0.8213, 0.1787, 0.1347, -0.8042, 621.49
171, -0.4914, 0.8214, 0.1786, 0.1345, -0.8045, 619.47
172, -0.4942, 0.8223, 0.1777, 0.1328, -0.8047, 621.80
173, -0.4921, 0.8216, 0.1784, 0.1339, -0.8044, 622.07
174, -0.4932, 0.8220, 0.1780, 0.1335, -0.8047, 622.08
175, -0.4931, 0.8220, 0.1780, 0.1338, -0.8048, 619.69
176, -0.4935, 0.8222, 0.1778, 0.1334, -0.8047, 621.73
177, -0.4969, 0.8231, 0.1769, 0.1319, -0.8057, 619.99
178, -0.4955, 0.8232, 0.1768, 0.1335, -0.8057, 595.45
179, -0.4956, 0.8227, 0.1773, 0.1324, -0.8053, 567.42
180, -0.4966, 0.8231, 0.1769, 0.1319, -0.8054, 568.99
181, -0.4958, 0.8229, 0.1771, 0.1324, -0.8053, 571.17
182, -0.4967, 0.8233, 0.1767, 0.1322, -0.8056, 572.36
183, -0.4979, 0.8238, 0.1762, 0.1319, -0.8061, 572.85
184, -0.4999, 0.8241, 0.1759, 0.1305, -0.8063, 571.45
185, -0.5003, 0.8244, 0.1756, 0.1306, -0.8064, 571.00
186, -0.5001, 0.8243, 0.1757, 0.1307, -0.8065, 569.37
187, -0.5002, 0.8245, 0.1755, 0.1308, -0.8065, 578.58
188, -0.4994, 0.8242, 0.1758, 0.1312, -0.8064, 624.27
189, -0.4987, 0.8241, 0.1759, 0.1316, -0.8061, 621.69
190, -0.5005, 0.8246, 0.1754, 0.1306, -0.8065, 625.38
191, -0.5039, 0.8255, 0.1745, 0.1291, -0.8075, 623.69
192, -0.5011, 0.8249, 0.1751, 0.1305, -0.8068, 626.76
193, -0.5043, 0.8259, 0.1741, 0.1293, -0.8077, 623.75
194, -0.5032, 0.8253, 0.1747, 0.1295, -0.8074, 626.12
195, -0.5032, 0.8258, 0.1742, 0.1299, -0.8073, 624.63
196, -0.5025, 0.8255, 0.1745, 0.1304, -0.8074, 622.13
197, -0.5020, 0.8255, 0.1745, 0.1308, -0.8072, 623.23
198, -0.5062, 0.8265, 0.1735, 0.1283, -0.8079, 622.93
199, -0.5050, 0.8261, 0.1739, 0.1289, -0.8078, 619.62
200, -0.5063, 0.8266, 0.1734, 0.1286, -0.8083, 616.52
201, -0.5052, 0.8264, 0.1736, 0.1291, -0.8080, 616.81
202, -0.5059, 0.8265, 0.1735, 0.1285, -0.8079, 618.06
203, -0.5063, 0.8267, 0.1733, 0.1286, -0.8082, 618.79
204, -0.5065, 0.8269, 0.1731, 0.1285, -0.8082, 619.07
205, -0.5083, 0.8272, 0.1728, 0.1276, -0.8088, 620.91
206, -0.5086, 0.8276, 0.1724, 0.1279, -0.8089, 626.92
207, -0.5105, 0.8281, 0.1719, 0.1268, -0.8092, 622.96
208, -0.5095, 0.8278, 0.1722, 0.1272, -0.8090, 623.55
209, -0.5088, 0.8276, 0.1724, 0.1276, -0.8088, 624.02
210, -0.5103, 0.8283, 0.1717, 0.1272, -0.8092, 626.78
211, -0.5106, 0.8282, 0.1718, 0.1269, -0.8093, 623.42
212, -0.5106, 0.8282, 0.1718, 0.1270, -0.8094, 622.57
213, -0.5108, 0.8280, 0.1720, 0.1266, -0.8094, 620.21
214, -0.5100, 0.8279, 0.1721, 0.1270, -0.8091, 624.09
215, -0.5101, 0.8282, 0.1718, 0.1276, -0.8095, 625.26
216, -0.5126, 0.8289, 0.1711, 0.1264, -0.8101, 624.51
217, -0.5129, 0.8288, 0.1712, 0.1258, -0.8099, 626.01
218, -0.5141, 0.8295, 0.1705, 0.1259, -0.8104, 627.64
219, -0.5132, 0.8293, 0.1707, 0.1261, -0.8101, 612.31
220, -0.5148, 0.8298, 0.1702, 0.1255, -0.8106, 618.13
221, -0.5151, 0.8297, 0.1703, 0.1252, -0.8107, 616.49
222, -0.5159, 0.8301, 0.1699, 0.1250, -0.8109, 616.48
223, -0.5179, 0.8306, 0.1694, 0.1241, -0.8113, 618.94
224, -0.5164, 0.8302, 0.1698, 0.1246, -0.8108, 618.93
225, -0.5152, 0.8300, 0.1700, 0.1251, -0.8104, 615.48
226, -0.5173, 0.8306, 0.1694, 0.1244, -0.8110, 613.52
227, -0.5182, 0.8309, 0.1691, 0.1240, -0.8114, 615.60
228, -0.5179, 0.8309, 0.1691, 0.1243, -0.8113, 616.41
229, -0.5178, 0.8306, 0.1694, 0.1240, -0.8112, 616.64
230, -0.5192, 0.8312, 0.1688, 0.1235, -0.8115, 622.76
231, -0.5186, 0.8310, 0.1690, 0.1238, -0.8114, 591.82
232, -0.5207, 0.8316, 0.1684, 0.1231, -0.8122, 574.34
233, -0.5193, 0.8313, 0.1687, 0.1238, -0.8117, 576.30
234, -0.5207, 0.8317, 0.1683, 0.1232, -0.8122, 572.67
235, -0.5222, 0.8322, 0.1678, 0.1224, -0.8124, 573.98
236, -0.5178, 0.8311, 0.1689, 0.1248, -0.8116, 571.36
237, -0.5208, 0.8319, 0.1681, 0.1234, -0.8123, 573.83
238, -0.5215, 0.8322, 0.1678, 0.1230, -0.8123, 574.28
239, -0.5173, 0.8316, 0.1684, 0.1263, -0.8120, 572.76
240, -0.5227, 0.8327, 0.1673, 0.1228, -0.8128, 572.64
241, -0.5235, 0.8326, 0.1674, 0.1219, -0.8127, 573.20
242, -0.5228, 0.8325, 0.1675, 0.1225, -0.8128, 574.97
243, -0.5231, 0.8325, 0.1675, 0.1222, -0.8128, 572.67
244, -0.5254, 0.8335, 0.1665, 0.1213, -0.8133, 572.24
245, -0.5242, 0.8331, 0.1669, 0.1218, -0.8129, 573.54
246, -0.5258, 0.8336, 0.1664, 0.1211, -0.8132, 576.08
247, -0.5239, 0.8331, 0.1669, 0.1224, -0.8131, 572.78
248, -0.5260, 0.8337, 0.1663, 0.1209, -0.8132, 574.74
249, -0.5252, 0.8333, 0.1667, 0.1214, -0.8133, 575.47
250, -0.5260, 0.8337, 0.1663, 0.1212, -0.8134, 574.57
251, -0.5257, 0.8335, 0.1665, 0.1213, -0.8135, 572.66
252, -0.5269, 0.8338, 0.1662, 0.1208, -0.8139, 574.75
253, -0.5285, 0.8346, 0.1654, 0.1203, -0.8142, 574.29
254, -0.5279, 0.8346, 0.1654, 0.1205, -0.8139, 572.93
255, -0.5255, 0.8339, 0.1661, 0.1218, -0.8135, 570.90
256, -0.5267, 0.8340, 0.1660, 0.1211, -0.8138, 572.44
257, -0.5278, 0.8343, 0.1657, 0.1205, -0.8140, 571.54
258, -0.5295, 0.8350, 0.1650, 0.1195, -0.8141, 572.27
259, -0.5304, 0.8354, 0.1646, 0.1196, -0.8146, 572.92
260, -0.5304, 0.8353, 0.1647, 0.1195, -0.8146, 571.76
261, -0.5269, 0.8342, 0.1658, 0.1209, -0.8136, 573.98
262, -0.5291, 0.8348, 0.1652, 0.1202, -0.8145, 572.91
263, -0.5297, 0.8351, 0.1649, 0.1199, -0.8145, 570.19
264, -0.5303, 0.8353, 0.1647, 0.1195, -0.8145, 572.86
265, -0.5282, 0.8345, 0.1655, 0.1206, -0.8142, 571.35
266, -0.5303, 0.8352, 0.1648, 0.1197, -0.8147, 573.26
267, -0.5306, 0.8355, 0.1645, 0.1195, -0.8146, 572.11
268, -0.5300, 0.8353, 0.1647, 0.1201, -0.8148, 570.10
269, -0.5314, 0.8356, 0.1644, 0.1193, -0.8151, 572.87
270, -0.5338, 0.8365, 0.1635, 0.1185, -0.8158, 571.08
271, -0.5326, 0.8361, 0.1639, 0.1186, -0.8151, 573.20
272, -0.5331, 0.8363, 0.1637, 0.1183, -0.8150, 575.18
273, -0.5326, 0.8363, 0.1637, 0.1191, -0.8154, 573.16
274, -0.5309, 0.8357, 0.1643, 0.1199, -0.8152, 574.95
275, -0.5329, 0.8363, 0.1637, 0.1189, -0.8155, 572.12
276, -0.5319, 0.8359, 0.1641, 0.1191, -0.8151, 573.17
277, -0.5363, 0.8375, 0.1625, 0.1174, -0.8161, 571.95
278, -0.5338, 0.8364, 0.1636, 0.1182, -0.8156, 573.73
279, -0.5338, 0.8368, 0.1632, 0.1187, -0.8157, 572.54
280, -0.5351, 0.8371, 0.1629, 0.1180, -0.8160, 572.68
281, -0.5354, 0.8373, 0.1627, 0.1178, -0.8160, 570.77
282, -0.5343, 0.8369, 0.1631, 0.1184, -0.8158, 573.18
283, -0.5357, 0.8372, 0.1628, 0.1175, -0.8160, 573.15
284, -0.5325, 0.8365, 0.1635, 0.1192, -0.8151, 575.20
285, -0.5371, 0.8377, 0.1623, 0.1171, -0.8165, 580.29
286, -0.5343, 0.8369, 0.1631, 0.1187, -0.8160, 581.44
287, -0.5373, 0.8378, 0.1622, 0.1170, -0.8165, 579.16
288, -0.5353, 0.8372, 0.1628, 0.1181, -0.8161, 581.33
289, -0.5372, 0.8379, 0.1621, 0.1173, -0.8166, 579.92
290, -0.5373, 0.8379, 0.1621, 0.1174, -0.8168, 580.30
291, -0.5372, 0.8378, 0.1622, 0.1171, -0.8165, 579.92
292, -0.5363, 0.8376, 0.1624, 0.1177, -0.8164, 573.87
293, -0.5377, 0.8380, 0.1620, 0.1170, -0.8168, 576.86
294, -0.5392, 0.8384, 0.1616, 0.1163, -0.8171, 590.03
295, -0.5378, 0.8381, 0.1619, 0.1170, -0.8167, 579.22
296, -0.5389, 0.8386, 0.1614, 0.1167, -0.8171, 578.05
297, -0.5383, 0.8380, 0.1620, 0.1165, -0.8167, 580.18
298, -0.5386, 0.8385, 0.1615, 0.1165, -0.8166, 580.83
299, -0.5399, 0.8388, 0.1612, 0.1161, -0.8172, 578.55
300, -0.5391, 0.8388, 0.1612, 0.1169, -0.8172, 579.44
301, -0.5424, 0.8393, 0.1607, 0.1148, -0.8179, 580.30
302, -0.5398, 0.8388, 0.1612, 0.1160, -0.8171, 579.29
303, -0.5416, 0.8394, 0.1606, 0.1155, -0.8177, 578.57
304, -0.5402, 0.8389, 0.1611, 0.1160, -0.8173, 579.10
305, -0.5409, 0.8391, 0.1609, 0.1158, -0.8175, 578.62
306, -0.5423, 0.8397, 0.1603, 0.1152, -0.8178, 579.68
307, -0.5403, 0.8390, 0.1610, 0.1161, -0.8173, 579.74
308, -0.5400, 0.8392, 0.1608, 0.1169, -0.8176, 580.47
309, -0.5432, 0.8400, 0.1600, 0.1150, -0.8182, 580.43
310, -0.5408, 0.8392, 0.1608, 0.1158, -0.8175, 580.07
311, -0.5425, 0.8397, 0.1603, 0.1152, -0.8180, 579.24
312, -0.5420, 0.8394, 0.1606, 0.1153, -0.8179, 579.80
313, -0.5426, 0.8400, 0.1600, 0.1153, -0.8179, 579.89
314, -0.5451, 0.8406, 0.1594, 0.1139, -0.8184, 580.21
315, -0.5434, 0.8400, 0.1600, 0.1146, -0.8181, 579.65
316, -0.5407, 0.8398, 0.1602, 0.1168, -0.8176, 579.53
317, -0.5440, 0.8404, 0.1596, 0.1147, -0.8183, 578.59
318, -0.5426, 0.8398, 0.1602, 0.1151, -0.8178, 579.83
319, -0.5456, 0.8408, 0.1592, 0.1142, -0.8190, 578.95
320, -0.5457, 0.8408, 0.1592, 0.1138, -0.8187, 580.89
321, -0.5445, 0.8404, 0.1596, 0.1145, -0.8186, 579.10
322, -0.5462, 0.8409, 0.1591, 0.1138, -0.8190, 577.25
323, -0.5446, 0.8404, 0.1596, 0.1143, -0.8185, 576.70
324, -0.5454, 0.8408, 0.1592, 0.1142, -0.8187, 578.21
325, -0.5449, 0.8405, 0.1595, 0.1142, -0.8186, 579.52
326, -0.5459, 0.8408, 0.1592, 0.1138, -0.8188, 581.40
327, -0.5452, 0.8408, 0.1592, 0.1142, -0.8186, 579.52
328, -0.5490, 0.8420, 0.1580, 0.1127, -0.8196, 580.61
329, -0.5454, 0.8409, 0.1591, 0.1145, -0.8189, 580.01
330, -0.5458, 0.8409, 0.1591, 0.1140, -0.8189, 579.03
331, -0.5480, 0.8415, 0.1585, 0.1129, -0.8194, 577.56
332, -0.5477, 0.8416, 0.1584, 0.1133, -0.8194, 577.57
333, -0.5498, 0.8422, 0.1578, 0.1124, -0.8199, 580.21
334, -0.5479, 0.8417, 0.1583, 0.1131, -0.8194, 579.19
335, -0.5490, 0.8421, 0.1579, 0.1128, -0.8197, 578.56
336, -0.5487, 0.8418, 0.1582, 0.1128, -0.8197, 580.76
337, -0.5488, 0.8422, 0.1578, 0.1131, -0.8197, 579.66
338, -0.5487, 0.8419, 0.1581, 0.1130, -0.8198, 581.45
339, -0.5492, 0.8422, 0.1578, 0.1126, -0.8197, 593.63
340, -0.5462, 0.8412, 0.1588, 0.1142, -0.8192, 591.66
341, -0.5482, 0.8417, 0.1583, 0.1131, -0.8196, 594.86
342, -0.5484, 0.8420, 0.1580, 0.1131, -0.8195, 587.45
343, -0.5502, 0.8425, 0.1575, 0.1122, -0.8199, 585.34
344, -0.5499, 0.8424, 0.1576, 0.1124, -0.8199, 594.95
345, -0.5513, 0.8431, 0.1569, 0.1123, -0.8205, 592.18
346, -0.5498, 0.8425, 0.1575, 0.1125, -0.8198, 593.68
347, -0.5503, 0.8425, 0.1575, 0.1121, -0.8199, 592.96
348, -0.5513, 0.8427, 0.1573, 0.1118, -0.8204, 597.88
349, -0.5499, 0.8427, 0.1573, 0.1128, -0.8200, 585.65
350, -0.5509, 0.8429, 0.1571, 0.1126, -0.8206, 598.41
351, -0.5527, 0.8434, 0.1566, 0.1114, -0.8207, 587.12
352, -0.5507, 0.8429, 0.1571, 0.1125, -0.8203, 601.83
353, -0.5529, 0.8435, 0.1565, 0.1112, -0.8207, 587.55
354, -0.5520, 0.8433, 0.1567, 0.1121, -0.8208, 600.06
355, -0.5485, 0.8422, 0.1578, 0.1139, -0.8202, 589.91
356, -0.5519, 0.8431, 0.1569, 0.1117, -0.8205, 579.39
357, -0.5523, 0.8434, 0.1566, 0.1115, -0.8205, 580.50
358, -0.5535, 0.8437, 0.1563, 0.1110, -0.8209, 580.22
359, -0.5527, 0.8435, 0.1565, 0.1114, -0.8207, 579.38
360, -0.5562, 0.8445, 0.1555, 0.1101, -0.8218, 579.41
361, -0.5532, 0.8436, 0.1564, 0.1112, -0.8208, 580.29
362, -0.5538, 0.8436, 0.1564, 0.1110, -0.8212, 580.11
363, -0.5547, 0.8442, 0.1558, 0.1108, -0.8213, 578.80
364, -0.5533, 0.8436, 0.1564, 0.1110, -0.8207, 580.64
365, -0.5519, 0.8434, 0.1566, 0.1123, -0.8208, 580.25
366, -0.5552, 0.8442, 0.1558, 0.1104, -0.8214, 580.88
367, -0.5533, 0.8438, 0.1562, 0.1114, -0.8209, 579.79
368, -0.5539, 0.8439, 0.1561, 0.1110, -0.8211, 578.53
369, -0.5578, 0.8454, 0.1546, 0.1097, -0.8221, 580.06
370, -0.5527, 0.8435, 0.1565, 0.1118, -0.8210, 580.95
371, -0.5560, 0.8446, 0.1554, 0.1100, -0.8214, 578.48
372, -0.5539, 0.8441, 0.1559, 0.1113, -0.8212, 579.69
373, -0.5568, 0.8447, 0.1553, 0.1098, -0.8219, 578.77
374, -0.5553, 0.8444, 0.1556, 0.1106, -0.8216, 580.98
375, -0.5551, 0.8442, 0.1558, 0.1106, -0.8215, 579.99
376, -0.5555, 0.8444, 0.1556, 0.1104, -0.8215, 578.89
