Epoch, Loss, Dice Score, Dice Loss, CE Loss, Additional Loss, Time
45, 0.4916, 0.7655, 0.2345, 0.1832, 0.0739, 261.16
46, 0.4894, 0.7664, 0.2336, 0.1822, 0.0735, 261.19
47, 0.4846, 0.7678, 0.2322, 0.1796, 0.0728, 261.26
48, 0.4831, 0.7690, 0.2310, 0.1797, 0.0724, 261.41
49, 0.4785, 0.7700, 0.2300, 0.1769, 0.0717, 261.51
50, 0.4775, 0.7704, 0.2296, 0.1764, 0.0715, 261.41
51, 0.4759, 0.7712, 0.2288, 0.1760, 0.0712, 261.27
52, 0.4734, 0.7722, 0.2278, 0.1748, 0.0708, 261.45
53, 0.4722, 0.7727, 0.2273, 0.1743, 0.0706, 261.10
54, 0.4678, 0.7743, 0.2257, 0.1722, 0.0699, 260.70
55, 0.4663, 0.7752, 0.2248, 0.1719, 0.0696, 261.51
56, 0.4659, 0.7753, 0.2247, 0.1717, 0.0696, 261.45
57, 0.4621, 0.7766, 0.2234, 0.1699, 0.0689, 261.10
58, 0.4616, 0.7767, 0.2233, 0.1695, 0.0688, 261.22
59, 0.4576, 0.7783, 0.2217, 0.1678, 0.0681, 261.02
60, 0.4602, 0.7780, 0.2220, 0.1696, 0.0686, 261.17
61, 0.4564, 0.7790, 0.2210, 0.1674, 0.0680, 261.11
62, 0.4523, 0.7804, 0.2196, 0.1654, 0.0672, 260.99
63, 0.4512, 0.7808, 0.2192, 0.1650, 0.0670, 261.18
64, 0.4507, 0.7812, 0.2188, 0.1649, 0.0670, 261.37
65, 0.4502, 0.7819, 0.2181, 0.1651, 0.0670, 261.29
66, 0.4455, 0.7828, 0.2172, 0.1623, 0.0660, 261.34
67, 0.4442, 0.7834, 0.2166, 0.1618, 0.0658, 261.31
68, 0.4444, 0.7834, 0.2166, 0.1620, 0.0658, 261.45
69, 0.4419, 0.7846, 0.2154, 0.1611, 0.0655, 261.40
70, 0.4420, 0.7847, 0.2153, 0.1611, 0.0655, 261.21
71, 0.4405, 0.7853, 0.2147, 0.1607, 0.0651, 261.44
72, 0.4394, 0.7860, 0.2140, 0.1602, 0.0651, 261.21
73, 0.4347, 0.7871, 0.2129, 0.1576, 0.0642, 261.19
74, 0.4347, 0.7875, 0.2125, 0.1579, 0.0643, 261.26
75, 0.4326, 0.7887, 0.2113, 0.1574, 0.0639, 261.21
76, 0.4318, 0.7887, 0.2113, 0.1567, 0.0638, 261.36
77, 0.4310, 0.7888, 0.2112, 0.1561, 0.0636, 261.38
78, 0.4303, 0.7896, 0.2104, 0.1564, 0.0635, 261.11
79, 0.4295, 0.7898, 0.2102, 0.1559, 0.0634, 261.35
80, 0.4259, 0.7910, 0.2090, 0.1542, 0.0627, 261.39
81, 0.4234, 0.7917, 0.2083, 0.1528, 0.0623, 261.27
82, 0.4237, 0.7920, 0.2080, 0.1533, 0.0624, 261.21
83, 0.4205, 0.7929, 0.2071, 0.1516, 0.0619, 261.47
84, 0.4211, 0.7929, 0.2071, 0.1520, 0.0620, 261.13
85, 0.4182, 0.7941, 0.2059, 0.1508, 0.0615, 260.97
86, 0.4194, 0.7938, 0.2062, 0.1514, 0.0617, 261.24
87, 0.4154, 0.7951, 0.2049, 0.1496, 0.0610, 261.30
88, 0.4182, 0.7947, 0.2053, 0.1515, 0.0614, 261.45
89, 0.4168, 0.7950, 0.2050, 0.1505, 0.0613, 261.48
90, 0.4120, 0.7966, 0.2034, 0.1481, 0.0604, 261.45
91, 0.4135, 0.7961, 0.2039, 0.1489, 0.0607, 261.20
92, 0.4121, 0.7965, 0.2035, 0.1482, 0.0604, 261.62
93, 0.4096, 0.7979, 0.2021, 0.1474, 0.0601, 261.10
94, 0.4092, 0.7976, 0.2024, 0.1468, 0.0600, 261.21
95, 0.4088, 0.7982, 0.2018, 0.1471, 0.0599, 261.26
96, 0.4069, 0.7990, 0.2010, 0.1462, 0.0597, 261.39
97, 0.4049, 0.7994, 0.2006, 0.1451, 0.0592, 261.44
98, 0.4058, 0.7993, 0.2007, 0.1457, 0.0594, 261.40
99, 0.4015, 0.8008, 0.1992, 0.1436, 0.0587, 261.21
100, 0.3990, 0.8016, 0.1984, 0.1424, 0.0582, 261.52
101, 0.4005, 0.8013, 0.1987, 0.1433, 0.0585, 260.80
102, 0.4025, 0.8012, 0.1988, 0.1447, 0.0589, 261.51
103, 0.3990, 0.8019, 0.1981, 0.1425, 0.0583, 261.39
104, 0.4000, 0.8022, 0.1978, 0.1436, 0.0586, 261.39
105, 0.3966, 0.8032, 0.1968, 0.1418, 0.0580, 261.31
106, 0.3959, 0.8034, 0.1966, 0.1414, 0.0578, 261.30
107, 0.3974, 0.8029, 0.1971, 0.1424, 0.0580, 261.06
108, 0.3967, 0.8034, 0.1966, 0.1421, 0.0580, 261.31
109, 0.3951, 0.8040, 0.1960, 0.1414, 0.0577, 260.98
110, 0.3927, 0.8043, 0.1957, 0.1398, 0.0572, 261.11
111, 0.3944, 0.8042, 0.1958, 0.1411, 0.0576, 261.33
112, 0.3940, 0.8049, 0.1951, 0.1413, 0.0576, 261.51
113, 0.3882, 0.8065, 0.1935, 0.1381, 0.0566, 261.57
114, 0.3917, 0.8055, 0.1945, 0.1400, 0.0572, 261.18
115, 0.3876, 0.8070, 0.1930, 0.1381, 0.0565, 261.56
116, 0.3890, 0.8063, 0.1937, 0.1386, 0.0566, 261.45
117, 0.3880, 0.8071, 0.1929, 0.1385, 0.0566, 261.36
118, 0.3862, 0.8074, 0.1926, 0.1374, 0.0562, 261.31
119, 0.3843, 0.8080, 0.1920, 0.1364, 0.0559, 261.40
120, 0.3841, 0.8082, 0.1918, 0.1364, 0.0559, 261.44
121, 0.3828, 0.8087, 0.1913, 0.1359, 0.0556, 261.33
122, 0.3826, 0.8091, 0.1909, 0.1360, 0.0556, 261.31
123, 0.3818, 0.8091, 0.1909, 0.1355, 0.0555, 261.26
124, 0.3808, 0.8095, 0.1905, 0.1350, 0.0553, 261.57
125, 0.3805, 0.8102, 0.1898, 0.1353, 0.0554, 261.46
126, 0.3808, 0.8101, 0.1899, 0.1355, 0.0554, 261.14
127, 0.3788, 0.8107, 0.1893, 0.1345, 0.0551, 261.31
128, 0.3790, 0.8107, 0.1893, 0.1346, 0.0551, 260.88
129, 0.3799, 0.8104, 0.1896, 0.1350, 0.0553, 261.36
130, 0.3758, 0.8118, 0.1882, 0.1331, 0.0544, 261.22
131, 0.3787, 0.8110, 0.1890, 0.1346, 0.0550, 261.08
132, 0.3769, 0.8115, 0.1885, 0.1336, 0.0547, 261.27
133, 0.3752, 0.8122, 0.1878, 0.1330, 0.0545, 261.35
134, 0.3743, 0.8124, 0.1876, 0.1324, 0.0543, 261.15
135, 0.3717, 0.8135, 0.1865, 0.1314, 0.0539, 261.51
136, 0.3733, 0.8128, 0.1872, 0.1320, 0.0541, 261.18
137, 0.3721, 0.8136, 0.1864, 0.1318, 0.0540, 261.32
138, 0.3735, 0.8132, 0.1868, 0.1324, 0.0542, 261.38
139, 0.3714, 0.8138, 0.1862, 0.1313, 0.0538, 261.07
140, 0.3712, 0.8140, 0.1860, 0.1314, 0.0538, 261.37
141, 0.3710, 0.8142, 0.1858, 0.1315, 0.0538, 261.42
142, 0.3703, 0.8147, 0.1853, 0.1313, 0.0537, 261.23
143, 0.3677, 0.8152, 0.1848, 0.1296, 0.0533, 261.46
144, 0.3667, 0.8158, 0.1842, 0.1294, 0.0531, 261.41
145, 0.3683, 0.8152, 0.1848, 0.1302, 0.0533, 261.37
146, 0.3678, 0.8154, 0.1846, 0.1299, 0.0533, 261.00
147, 0.3662, 0.8162, 0.1838, 0.1294, 0.0531, 261.43
148, 0.3635, 0.8170, 0.1830, 0.1280, 0.0525, 261.41
149, 0.3652, 0.8166, 0.1834, 0.1289, 0.0528, 261.26
150, 0.3630, 0.8172, 0.1828, 0.1278, 0.0524, 260.93
151, 0.3641, 0.8169, 0.1831, 0.1284, 0.0526, 261.34
152, 0.3634, 0.8177, 0.1823, 0.1286, 0.0525, 261.04
153, 0.3618, 0.8178, 0.1822, 0.1273, 0.0523, 261.11
154, 0.3621, 0.8178, 0.1822, 0.1275, 0.0523, 261.24
155, 0.3610, 0.8182, 0.1818, 0.1270, 0.0522, 260.97
156, 0.3606, 0.8184, 0.1816, 0.1269, 0.0520, 261.30
157, 0.3587, 0.8191, 0.1809, 0.1261, 0.0517, 261.26
158, 0.3592, 0.8190, 0.1810, 0.1264, 0.0518, 261.03
159, 0.3607, 0.8186, 0.1814, 0.1271, 0.0521, 261.31
160, 0.3593, 0.8190, 0.1810, 0.1264, 0.0519, 261.28
161, 0.3578, 0.8196, 0.1804, 0.1258, 0.0516, 261.08
162, 0.3563, 0.8200, 0.1800, 0.1249, 0.0514, 261.32
163, 0.3558, 0.8204, 0.1796, 0.1249, 0.0513, 261.23
164, 0.3547, 0.8209, 0.1791, 0.1245, 0.0511, 261.48
165, 0.3585, 0.8198, 0.1802, 0.1266, 0.0518, 261.39
166, 0.3539, 0.8212, 0.1788, 0.1241, 0.0511, 261.37
167, 0.3535, 0.8212, 0.1788, 0.1238, 0.0509, 261.34
168, 0.3545, 0.8212, 0.1788, 0.1246, 0.0511, 261.47
169, 0.3548, 0.8211, 0.1789, 0.1246, 0.0512, 261.35
170, 0.3518, 0.8220, 0.1780, 0.1232, 0.0506, 261.17
171, 0.3514, 0.8223, 0.1777, 0.1231, 0.0506, 261.21
172, 0.3496, 0.8228, 0.1772, 0.1221, 0.0502, 261.28
173, 0.3502, 0.8228, 0.1772, 0.1226, 0.0504, 261.25
174, 0.3505, 0.8225, 0.1775, 0.1226, 0.0504, 261.42
175, 0.3512, 0.8225, 0.1775, 0.1231, 0.0506, 261.47
176, 0.3495, 0.8233, 0.1767, 0.1225, 0.0504, 261.42
177, 0.3490, 0.8233, 0.1767, 0.1221, 0.0502, 261.36
178, 0.3482, 0.8237, 0.1763, 0.1217, 0.0501, 261.42
179, 0.3474, 0.8238, 0.1762, 0.1213, 0.0499, 261.45
180, 0.3485, 0.8238, 0.1762, 0.1222, 0.0501, 261.45
181, 0.3483, 0.8240, 0.1760, 0.1221, 0.0501, 261.29
182, 0.3479, 0.8241, 0.1759, 0.1220, 0.0501, 261.12
183, 0.3453, 0.8248, 0.1752, 0.1205, 0.0496, 261.35
184, 0.3453, 0.8250, 0.1750, 0.1207, 0.0496, 261.35
185, 0.3449, 0.8251, 0.1749, 0.1205, 0.0495, 261.22
186, 0.3453, 0.8250, 0.1750, 0.1206, 0.0497, 261.13
187, 0.3434, 0.8258, 0.1742, 0.1199, 0.0493, 261.04
188, 0.3447, 0.8256, 0.1744, 0.1207, 0.0496, 261.26
189, 0.3445, 0.8253, 0.1747, 0.1203, 0.0495, 261.45
190, 0.3444, 0.8259, 0.1741, 0.1208, 0.0495, 261.05
191, 0.3422, 0.8263, 0.1737, 0.1194, 0.0491, 261.30
192, 0.3415, 0.8263, 0.1737, 0.1188, 0.0490, 261.24
193, 0.3418, 0.8264, 0.1736, 0.1191, 0.0491, 261.49
194, 0.3414, 0.8267, 0.1733, 0.1192, 0.0490, 261.21
195, 0.3411, 0.8268, 0.1732, 0.1190, 0.0489, 261.19
196, 0.3405, 0.8271, 0.1729, 0.1188, 0.0488, 261.53
197, 0.3401, 0.8273, 0.1727, 0.1185, 0.0489, 261.48
198, 0.3397, 0.8273, 0.1727, 0.1182, 0.0487, 261.20
199, 0.3400, 0.8272, 0.1728, 0.1184, 0.0488, 261.02
200, 0.3379, 0.8281, 0.1719, 0.1176, 0.0484, 261.29
201, 0.3380, 0.8282, 0.1718, 0.1178, 0.0484, 261.22
202, 0.3383, 0.8279, 0.1721, 0.1178, 0.0485, 261.11
203, 0.3378, 0.8281, 0.1719, 0.1176, 0.0484, 261.14
204, 0.3368, 0.8286, 0.1714, 0.1172, 0.0482, 261.50
205, 0.3380, 0.8282, 0.1718, 0.1177, 0.0484, 261.37
206, 0.3352, 0.8291, 0.1709, 0.1163, 0.0480, 261.33
207, 0.3373, 0.8285, 0.1715, 0.1175, 0.0484, 261.26
208, 0.3361, 0.8291, 0.1709, 0.1171, 0.0481, 261.32
209, 0.3366, 0.8290, 0.1710, 0.1173, 0.0483, 261.52
210, 0.3365, 0.8290, 0.1710, 0.1172, 0.0483, 261.30
211, 0.3347, 0.8294, 0.1706, 0.1161, 0.0480, 261.19
212, 0.3347, 0.8294, 0.1706, 0.1162, 0.0479, 261.20
213, 0.3339, 0.8299, 0.1701, 0.1159, 0.0478, 261.50
214, 0.3327, 0.8303, 0.1697, 0.1154, 0.0476, 261.23
215, 0.3345, 0.8303, 0.1697, 0.1170, 0.0478, 261.22
216, 0.3323, 0.8303, 0.1697, 0.1152, 0.0475, 260.93
217, 0.3340, 0.8299, 0.1701, 0.1162, 0.0478, 261.17
218, 0.3328, 0.8301, 0.1699, 0.1154, 0.0475, 261.11
219, 0.3318, 0.8309, 0.1691, 0.1152, 0.0475, 261.20
220, 0.3305, 0.8309, 0.1691, 0.1143, 0.0472, 261.34
221, 0.3333, 0.8305, 0.1695, 0.1161, 0.0476, 261.32
222, 0.3299, 0.8314, 0.1686, 0.1142, 0.0471, 261.56
223, 0.3298, 0.8316, 0.1684, 0.1142, 0.0472, 261.28
224, 0.3300, 0.8314, 0.1686, 0.1143, 0.0471, 261.45
225, 0.3302, 0.8317, 0.1683, 0.1146, 0.0472, 261.40
226, 0.3299, 0.8316, 0.1684, 0.1143, 0.0471, 261.47
227, 0.3281, 0.8323, 0.1677, 0.1135, 0.0469, 261.09
228, 0.3264, 0.8328, 0.1672, 0.1127, 0.0465, 261.48
229, 0.3284, 0.8322, 0.1678, 0.1138, 0.0469, 261.45
230, 0.3288, 0.8321, 0.1679, 0.1140, 0.0469, 261.22
231, 0.3276, 0.8330, 0.1670, 0.1138, 0.0468, 261.49
232, 0.3267, 0.8329, 0.1671, 0.1129, 0.0467, 261.16
233, 0.3310, 0.8319, 0.1681, 0.1155, 0.0473, 261.22
234, 0.3279, 0.8328, 0.1672, 0.1139, 0.0469, 260.99
235, 0.3264, 0.8331, 0.1669, 0.1129, 0.0466, 261.36
236, 0.3283, 0.8326, 0.1674, 0.1139, 0.0470, 261.08
237, 0.3235, 0.8342, 0.1658, 0.1115, 0.0461, 261.24
238, 0.3234, 0.8342, 0.1658, 0.1115, 0.0461, 261.34
239, 0.3269, 0.8332, 0.1668, 0.1133, 0.0467, 261.25
240, 0.3262, 0.8334, 0.1666, 0.1131, 0.0466, 261.27
241, 0.3232, 0.8344, 0.1656, 0.1115, 0.0461, 261.23
242, 0.3232, 0.8345, 0.1655, 0.1116, 0.0461, 261.32
243, 0.3233, 0.8341, 0.1659, 0.1114, 0.0461, 261.52
244, 0.3247, 0.8341, 0.1659, 0.1126, 0.0463, 261.37
245, 0.3237, 0.8343, 0.1657, 0.1118, 0.0462, 261.06
246, 0.3225, 0.8349, 0.1651, 0.1115, 0.0460, 261.24
247, 0.3249, 0.8342, 0.1658, 0.1128, 0.0463, 261.44
248, 0.3219, 0.8349, 0.1651, 0.1109, 0.0459, 261.32
249, 0.3240, 0.8344, 0.1656, 0.1121, 0.0462, 261.34
250, 0.3205, 0.8355, 0.1645, 0.1104, 0.0457, 261.15
251, 0.3223, 0.8350, 0.1650, 0.1113, 0.0460, 261.36
252, 0.3217, 0.8350, 0.1650, 0.1109, 0.0458, 261.62
253, 0.3199, 0.8357, 0.1643, 0.1101, 0.0455, 261.35
254, 0.3216, 0.8351, 0.1649, 0.1109, 0.0458, 261.33
255, 0.3229, 0.8352, 0.1648, 0.1121, 0.0460, 261.54
256, 0.3200, 0.8359, 0.1641, 0.1103, 0.0455, 261.07
257, 0.3167, 0.8369, 0.1631, 0.1086, 0.0450, 261.17
258, 0.3207, 0.8358, 0.1642, 0.1109, 0.0457, 261.61
259, 0.3192, 0.8362, 0.1638, 0.1100, 0.0454, 261.32
260, 0.3192, 0.8361, 0.1639, 0.1099, 0.0454, 261.26
261, 0.3174, 0.8368, 0.1632, 0.1091, 0.0451, 261.47
262, 0.3191, 0.8361, 0.1639, 0.1099, 0.0454, 261.45
263, 0.3169, 0.8369, 0.1631, 0.1088, 0.0450, 261.36
264, 0.3192, 0.8363, 0.1637, 0.1101, 0.0454, 261.38
265, 0.3174, 0.8368, 0.1632, 0.1090, 0.0451, 261.31
266, 0.3172, 0.8370, 0.1630, 0.1091, 0.0451, 261.37
267, 0.3152, 0.8376, 0.1624, 0.1081, 0.0447, 261.45
268, 0.3172, 0.8370, 0.1630, 0.1091, 0.0451, 261.39
269, 0.3175, 0.8370, 0.1630, 0.1093, 0.0452, 261.11
270, 0.3150, 0.8379, 0.1621, 0.1082, 0.0447, 261.49
271, 0.3144, 0.8381, 0.1619, 0.1079, 0.0446, 261.54
272, 0.3168, 0.8372, 0.1628, 0.1090, 0.0450, 261.44
273, 0.3163, 0.8376, 0.1624, 0.1089, 0.0450, 261.49
274, 0.3161, 0.8375, 0.1625, 0.1087, 0.0449, 261.36
275, 0.3157, 0.8376, 0.1624, 0.1084, 0.0448, 261.49
276, 0.3150, 0.8381, 0.1619, 0.1083, 0.0447, 261.32
277, 0.3144, 0.8380, 0.1620, 0.1077, 0.0446, 261.04
278, 0.3135, 0.8386, 0.1614, 0.1075, 0.0445, 261.33
279, 0.3148, 0.8384, 0.1616, 0.1085, 0.0447, 261.59
280, 0.3113, 0.8395, 0.1605, 0.1066, 0.0442, 261.45
281, 0.3137, 0.8388, 0.1612, 0.1079, 0.0446, 261.69
282, 0.3152, 0.8381, 0.1619, 0.1086, 0.0447, 261.49
283, 0.3122, 0.8390, 0.1610, 0.1069, 0.0443, 261.46
284, 0.3115, 0.8394, 0.1606, 0.1068, 0.0442, 261.26
285, 0.3134, 0.8386, 0.1614, 0.1075, 0.0445, 261.48
286, 0.3119, 0.8394, 0.1606, 0.1070, 0.0443, 261.52
287, 0.3117, 0.8392, 0.1608, 0.1068, 0.0442, 261.43
288, 0.3124, 0.8395, 0.1605, 0.1076, 0.0443, 261.35
289, 0.3120, 0.8393, 0.1607, 0.1070, 0.0443, 261.63
290, 0.3105, 0.8399, 0.1601, 0.1063, 0.0441, 261.25
291, 0.3115, 0.8396, 0.1604, 0.1069, 0.0443, 261.49
292, 0.3102, 0.8401, 0.1599, 0.1063, 0.0440, 261.38
293, 0.3121, 0.8393, 0.1607, 0.1071, 0.0443, 261.47
294, 0.3108, 0.8400, 0.1600, 0.1067, 0.0441, 260.91
295, 0.3099, 0.8401, 0.1599, 0.1061, 0.0440, 261.21
296, 0.3121, 0.8398, 0.1602, 0.1077, 0.0441, 261.21
297, 0.3108, 0.8403, 0.1597, 0.1070, 0.0441, 261.38
298, 0.3108, 0.8399, 0.1601, 0.1066, 0.0441, 261.36
299, 0.3085, 0.8407, 0.1593, 0.1055, 0.0437, 261.04
300, 0.3103, 0.8402, 0.1598, 0.1065, 0.0440, 261.23
301, 0.3078, 0.8409, 0.1591, 0.1051, 0.0436, 261.28
302, 0.3096, 0.8402, 0.1598, 0.1060, 0.0438, 261.17
303, 0.3106, 0.8406, 0.1594, 0.1071, 0.0441, 261.16
304, 0.3093, 0.8405, 0.1595, 0.1060, 0.0438, 261.43
305, 0.3100, 0.8404, 0.1596, 0.1065, 0.0440, 261.06
306, 0.3076, 0.8412, 0.1588, 0.1053, 0.0436, 261.49
307, 0.3094, 0.8405, 0.1595, 0.1061, 0.0438, 261.30
308, 0.3069, 0.8414, 0.1586, 0.1048, 0.0434, 261.53
309, 0.3063, 0.8415, 0.1585, 0.1045, 0.0433, 261.52
310, 0.3081, 0.8410, 0.1590, 0.1054, 0.0437, 261.24
311, 0.3065, 0.8416, 0.1584, 0.1046, 0.0434, 261.54
312, 0.3071, 0.8414, 0.1586, 0.1050, 0.0435, 261.33
313, 0.3061, 0.8419, 0.1581, 0.1046, 0.0433, 260.96
314, 0.3051, 0.8423, 0.1577, 0.1043, 0.0432, 261.38
315, 0.3069, 0.8415, 0.1585, 0.1050, 0.0435, 261.53
316, 0.3054, 0.8421, 0.1579, 0.1043, 0.0433, 261.43
317, 0.3048, 0.8421, 0.1579, 0.1039, 0.0431, 261.50
318, 0.3050, 0.8422, 0.1578, 0.1041, 0.0432, 261.44
319, 0.3058, 0.8419, 0.1581, 0.1045, 0.0433, 261.41
320, 0.3050, 0.8424, 0.1576, 0.1042, 0.0432, 261.41
321, 0.3038, 0.8427, 0.1573, 0.1036, 0.0430, 261.07
322, 0.3072, 0.8417, 0.1583, 0.1054, 0.0435, 261.22
323, 0.3050, 0.8425, 0.1575, 0.1043, 0.0432, 261.56
324, 0.3044, 0.8427, 0.1573, 0.1041, 0.0430, 261.17
325, 0.3034, 0.8429, 0.1571, 0.1034, 0.0429, 261.24
326, 0.3032, 0.8431, 0.1569, 0.1034, 0.0429, 261.13
327, 0.3035, 0.8431, 0.1569, 0.1036, 0.0429, 261.46
328, 0.3030, 0.8431, 0.1569, 0.1032, 0.0429, 261.23
329, 0.3027, 0.8432, 0.1568, 0.1031, 0.0428, 261.11
330, 0.3027, 0.8433, 0.1567, 0.1032, 0.0428, 261.41
331, 0.3019, 0.8435, 0.1565, 0.1028, 0.0427, 261.29
332, 0.3022, 0.8436, 0.1564, 0.1031, 0.0427, 261.38
333, 0.3014, 0.8439, 0.1561, 0.1027, 0.0426, 261.44
334, 0.3003, 0.8441, 0.1559, 0.1021, 0.0424, 261.49
335, 0.3048, 0.8427, 0.1573, 0.1044, 0.0431, 261.52
336, 0.3001, 0.8445, 0.1555, 0.1021, 0.0424, 261.48
337, 0.3020, 0.8437, 0.1563, 0.1030, 0.0427, 261.36
338, 0.3018, 0.8437, 0.1563, 0.1028, 0.0426, 261.47
339, 0.3011, 0.8439, 0.1561, 0.1024, 0.0425, 261.12
340, 0.3016, 0.8439, 0.1561, 0.1028, 0.0427, 261.00
341, 0.3015, 0.8438, 0.1562, 0.1026, 0.0426, 261.12
342, 0.2996, 0.8447, 0.1553, 0.1020, 0.0423, 261.32
343, 0.3005, 0.8441, 0.1559, 0.1022, 0.0424, 261.49
344, 0.3012, 0.8440, 0.1560, 0.1026, 0.0425, 261.46
345, 0.2991, 0.8448, 0.1552, 0.1016, 0.0422, 261.60
346, 0.2998, 0.8447, 0.1553, 0.1021, 0.0424, 261.42
347, 0.3000, 0.8445, 0.1555, 0.1021, 0.0423, 261.18
348, 0.2991, 0.8449, 0.1551, 0.1017, 0.0423, 261.04
349, 0.3004, 0.8442, 0.1558, 0.1023, 0.0424, 261.23
350, 0.2996, 0.8445, 0.1555, 0.1018, 0.0423, 261.49
351, 0.2992, 0.8448, 0.1552, 0.1018, 0.0422, 261.54
352, 0.2984, 0.8450, 0.1550, 0.1013, 0.0421, 261.66
353, 0.2980, 0.8455, 0.1545, 0.1015, 0.0421, 261.26
354, 0.2986, 0.8451, 0.1549, 0.1016, 0.0421, 261.35
355, 0.2983, 0.8455, 0.1545, 0.1017, 0.0421, 261.09
356, 0.2964, 0.8459, 0.1541, 0.1005, 0.0418, 261.23
357, 0.2989, 0.8448, 0.1552, 0.1017, 0.0421, 261.48
358, 0.2981, 0.8451, 0.1549, 0.1012, 0.0420, 261.00
359, 0.2974, 0.8455, 0.1545, 0.1010, 0.0419, 261.39
360, 0.2972, 0.8458, 0.1542, 0.1011, 0.0419, 261.22
361, 0.2977, 0.8455, 0.1545, 0.1012, 0.0420, 261.39
362, 0.2972, 0.8457, 0.1543, 0.1009, 0.0419, 261.35
363, 0.2987, 0.8453, 0.1547, 0.1018, 0.0422, 261.41
364, 0.2982, 0.8452, 0.1548, 0.1014, 0.0421, 261.21
365, 0.2989, 0.8458, 0.1542, 0.1025, 0.0422, 261.21
366, 0.2966, 0.8458, 0.1542, 0.1006, 0.0418, 261.46
367, 0.2954, 0.8463, 0.1537, 0.1001, 0.0416, 261.15
368, 0.2962, 0.8462, 0.1538, 0.1006, 0.0418, 261.27
369, 0.2974, 0.8459, 0.1541, 0.1014, 0.0419, 261.41
370, 0.2958, 0.8463, 0.1537, 0.1004, 0.0417, 261.41
371, 0.2942, 0.8466, 0.1534, 0.0994, 0.0414, 261.28
372, 0.2953, 0.8466, 0.1534, 0.1003, 0.0416, 261.32
373, 0.2947, 0.8467, 0.1533, 0.0998, 0.0415, 261.35
374, 0.2969, 0.8460, 0.1540, 0.1010, 0.0419, 261.44
375, 0.2966, 0.8461, 0.1539, 0.1009, 0.0419, 261.34
376, 0.2939, 0.8469, 0.1531, 0.0994, 0.0414, 261.66
