Epoch, Loss, Dice Score, Dice Loss, CE Loss, SkelRec Loss, Time
75, -0.4036, 0.7911, 0.2089, 0.1675, -0.7801, 577.25
76, -0.4044, 0.7913, 0.2087, 0.1671, -0.7802, 577.94
77, -0.4042, 0.7910, 0.2090, 0.1671, -0.7802, 575.20
78, -0.4064, 0.7921, 0.2079, 0.1666, -0.7809, 576.95
79, -0.4086, 0.7925, 0.2075, 0.1656, -0.7817, 577.20
80, -0.4096, 0.7930, 0.2070, 0.1655, -0.7821, 578.14
81, -0.4129, 0.7939, 0.2061, 0.1635, -0.7824, 575.67
82, -0.4139, 0.7943, 0.2057, 0.1636, -0.7831, 578.10
83, -0.4157, 0.7948, 0.2052, 0.1625, -0.7834, 576.85
84, -0.4165, 0.7951, 0.2049, 0.1623, -0.7837, 577.46
85, -0.4191, 0.7961, 0.2039, 0.1613, -0.7843, 575.14
86, -0.4165, 0.7956, 0.2044, 0.1626, -0.7835, 576.83
87, -0.4227, 0.7972, 0.2028, 0.1597, -0.7853, 577.04
88, -0.4191, 0.7963, 0.2037, 0.1620, -0.7848, 576.20
89, -0.4222, 0.7972, 0.2028, 0.1605, -0.7854, 575.82
90, -0.4261, 0.7983, 0.2017, 0.1584, -0.7862, 575.03
91, -0.4231, 0.7978, 0.2022, 0.1605, -0.7858, 577.29
92, -0.4261, 0.7984, 0.2016, 0.1586, -0.7863, 574.25
93, -0.4303, 0.7999, 0.2001, 0.1573, -0.7878, 575.49
94, -0.4287, 0.7990, 0.2010, 0.1575, -0.7872, 576.63
95, -0.4298, 0.7997, 0.2003, 0.1577, -0.7878, 577.79
96, -0.4320, 0.8007, 0.1993, 0.1569, -0.7882, 572.52
97, -0.4330, 0.8008, 0.1992, 0.1560, -0.7881, 568.45
98, -0.4325, 0.8008, 0.1992, 0.1565, -0.7882, 575.36
99, -0.4377, 0.8023, 0.1977, 0.1539, -0.7893, 576.30
100, -0.4401, 0.8030, 0.1970, 0.1528, -0.7899, 574.55
101, -0.4386, 0.8026, 0.1974, 0.1540, -0.7899, 575.53
102, -0.4371, 0.8026, 0.1974, 0.1553, -0.7898, 586.88
103, -0.4400, 0.8030, 0.1970, 0.1533, -0.7902, 575.59
104, -0.4411, 0.8038, 0.1962, 0.1534, -0.7907, 575.00
105, -0.4416, 0.8039, 0.1961, 0.1531, -0.7908, 575.65
106, -0.4439, 0.8046, 0.1954, 0.1520, -0.7912, 579.36
107, -0.4415, 0.8039, 0.1961, 0.1532, -0.7908, 575.07
108, -0.4430, 0.8045, 0.1955, 0.1528, -0.7913, 591.45
109, -0.4470, 0.8056, 0.1944, 0.1508, -0.7921, 624.64
110, -0.4462, 0.8053, 0.1947, 0.1511, -0.7919, 623.44
111, -0.4466, 0.8054, 0.1946, 0.1512, -0.7923, 622.12
112, -0.4480, 0.8063, 0.1937, 0.1511, -0.7929, 621.20
113, -0.4519, 0.8074, 0.1926, 0.1490, -0.7935, 628.88
114, -0.4484, 0.8064, 0.1936, 0.1507, -0.7927, 617.39
115, -0.4537, 0.8080, 0.1920, 0.1482, -0.7939, 620.34
116, -0.4518, 0.8074, 0.1926, 0.1491, -0.7935, 623.77
117, -0.4536, 0.8080, 0.1920, 0.1485, -0.7941, 624.10
118, -0.4546, 0.8083, 0.1917, 0.1478, -0.7941, 623.53
119, -0.4555, 0.8084, 0.1916, 0.1477, -0.7948, 624.07
120, -0.4562, 0.8089, 0.1911, 0.1473, -0.7946, 621.13
121, -0.4589, 0.8096, 0.1904, 0.1461, -0.7953, 622.71
122, -0.4581, 0.8095, 0.1905, 0.1466, -0.7952, 621.61
123, -0.4594, 0.8098, 0.1902, 0.1458, -0.7953, 618.74
124, -0.4593, 0.8099, 0.1901, 0.1462, -0.7956, 621.35
125, -0.4622, 0.8109, 0.1891, 0.1451, -0.7964, 618.75
126, -0.4602, 0.8103, 0.1897, 0.1462, -0.7961, 618.13
127, -0.4612, 0.8108, 0.1892, 0.1457, -0.7961, 620.38
128, -0.4623, 0.8111, 0.1889, 0.1450, -0.7963, 622.42
129, -0.4607, 0.8105, 0.1895, 0.1459, -0.7961, 617.48
130, -0.4652, 0.8120, 0.1880, 0.1439, -0.7971, 620.01
131, -0.4631, 0.8112, 0.1888, 0.1446, -0.7966, 622.17
132, -0.4642, 0.8116, 0.1884, 0.1443, -0.7969, 622.33
133, -0.4668, 0.8126, 0.1874, 0.1434, -0.7976, 622.26
134, -0.4668, 0.8124, 0.1876, 0.1431, -0.7975, 623.15
135, -0.4707, 0.8138, 0.1862, 0.1415, -0.7984, 620.41
136, -0.4694, 0.8134, 0.1866, 0.1420, -0.7980, 620.63
137, -0.4697, 0.8140, 0.1860, 0.1428, -0.7985, 616.75
138, -0.4676, 0.8131, 0.1869, 0.1438, -0.7983, 618.30
139, -0.4711, 0.8141, 0.1859, 0.1416, -0.7986, 617.57
140, -0.4710, 0.8141, 0.1859, 0.1420, -0.7989, 619.71
141, -0.4702, 0.8141, 0.1859, 0.1425, -0.7986, 618.38
142, -0.4722, 0.8149, 0.1851, 0.1416, -0.7989, 618.05
143, -0.4745, 0.8152, 0.1848, 0.1402, -0.7994, 618.75
144, -0.4759, 0.8159, 0.1841, 0.1398, -0.7999, 619.05
145, -0.4748, 0.8155, 0.1845, 0.1403, -0.7996, 619.87
146, -0.4757, 0.8157, 0.1843, 0.1398, -0.7998, 616.04
147, -0.4768, 0.8162, 0.1838, 0.1396, -0.8002, 618.41
148, -0.4790, 0.8168, 0.1832, 0.1383, -0.8005, 619.35
149, -0.4776, 0.8164, 0.1836, 0.1393, -0.8005, 618.10
150, -0.4797, 0.8172, 0.1828, 0.1383, -0.8008, 618.49
151, -0.4787, 0.8168, 0.1832, 0.1386, -0.8006, 616.79
152, -0.4806, 0.8176, 0.1824, 0.1383, -0.8012, 618.42
153, -0.4817, 0.8178, 0.1822, 0.1377, -0.8015, 616.86
154, -0.4814, 0.8178, 0.1822, 0.1375, -0.8011, 621.82
155, -0.4828, 0.8181, 0.1819, 0.1370, -0.8017, 618.22
156, -0.4829, 0.8182, 0.1818, 0.1371, -0.8018, 624.18
157, -0.4845, 0.8188, 0.1812, 0.1365, -0.8022, 619.83
158, -0.4843, 0.8188, 0.1812, 0.1366, -0.8021, 619.32
159, -0.4839, 0.8186, 0.1814, 0.1368, -0.8021, 617.24
160, -0.4844, 0.8188, 0.1812, 0.1367, -0.8023, 617.56
161, -0.4860, 0.8194, 0.1806, 0.1361, -0.8026, 618.36
162, -0.4875, 0.8198, 0.1802, 0.1352, -0.8029, 616.97
163, -0.4887, 0.8203, 0.1797, 0.1350, -0.8034, 619.55
164, -0.4892, 0.8207, 0.1793, 0.1349, -0.8034, 620.88
165, -0.4858, 0.8196, 0.1804, 0.1365, -0.8027, 620.84
166, -0.4901, 0.8208, 0.1792, 0.1345, -0.8038, 620.83
167, -0.4909, 0.8209, 0.1791, 0.1340, -0.8041, 622.38
168, -0.4906, 0.8212, 0.1788, 0.1343, -0.8037, 621.12
169, -0.4893, 0.8209, 0.1791, 0.1349, -0.8033, 620.65
170, -0.4925, 0.8218, 0.1782, 0.1333, -0.8040, 621.73
171, -0.4932, 0.8221, 0.1779, 0.1333, -0.8044, 620.92
172, -0.4945, 0.8222, 0.1778, 0.1325, -0.8048, 619.84
173, -0.4941, 0.8222, 0.1778, 0.1328, -0.8046, 619.31
174, -0.4941, 0.8222, 0.1778, 0.1329, -0.8047, 621.66
175, -0.4924, 0.8220, 0.1780, 0.1339, -0.8044, 620.19
176, -0.4962, 0.8230, 0.1770, 0.1322, -0.8054, 621.68
177, -0.4958, 0.8227, 0.1773, 0.1324, -0.8056, 620.47
178, -0.4951, 0.8228, 0.1772, 0.1327, -0.8050, 619.97
179, -0.4972, 0.8234, 0.1766, 0.1315, -0.8053, 593.44
180, -0.4966, 0.8234, 0.1766, 0.1323, -0.8055, 569.30
181, -0.4964, 0.8233, 0.1767, 0.1326, -0.8057, 568.57
182, -0.4960, 0.8232, 0.1768, 0.1327, -0.8055, 566.17
183, -0.4996, 0.8240, 0.1760, 0.1308, -0.8064, 564.93
184, -0.4996, 0.8241, 0.1759, 0.1309, -0.8064, 564.04
185, -0.5004, 0.8246, 0.1754, 0.1307, -0.8065, 568.21
186, -0.4989, 0.8241, 0.1759, 0.1311, -0.8059, 565.03
187, -0.5010, 0.8247, 0.1753, 0.1305, -0.8068, 564.93
188, -0.5000, 0.8248, 0.1752, 0.1315, -0.8068, 570.21
189, -0.5002, 0.8244, 0.1756, 0.1308, -0.8066, 617.66
190, -0.5007, 0.8250, 0.1750, 0.1311, -0.8068, 617.29
191, -0.5032, 0.8255, 0.1745, 0.1295, -0.8072, 618.40
192, -0.5038, 0.8256, 0.1744, 0.1291, -0.8073, 616.63
193, -0.5040, 0.8258, 0.1742, 0.1294, -0.8076, 618.36
194, -0.5042, 0.8258, 0.1742, 0.1291, -0.8074, 619.49
195, -0.5052, 0.8262, 0.1738, 0.1287, -0.8077, 619.11
196, -0.5057, 0.8263, 0.1737, 0.1286, -0.8080, 618.70
197, -0.5052, 0.8263, 0.1737, 0.1290, -0.8079, 616.92
198, -0.5056, 0.8263, 0.1737, 0.1288, -0.8081, 618.43
199, -0.5051, 0.8262, 0.1738, 0.1290, -0.8079, 616.34
200, -0.5079, 0.8271, 0.1729, 0.1277, -0.8085, 621.11
201, -0.5081, 0.8274, 0.1726, 0.1281, -0.8087, 617.28
202, -0.5075, 0.8269, 0.1731, 0.1280, -0.8086, 611.84
203, -0.5077, 0.8270, 0.1730, 0.1279, -0.8086, 611.09
204, -0.5091, 0.8274, 0.1726, 0.1275, -0.8092, 613.70
205, -0.5082, 0.8271, 0.1729, 0.1273, -0.8084, 618.23
206, -0.5108, 0.8280, 0.1720, 0.1266, -0.8093, 617.47
207, -0.5087, 0.8276, 0.1724, 0.1276, -0.8086, 619.37
208, -0.5105, 0.8282, 0.1718, 0.1274, -0.8097, 619.29
209, -0.5089, 0.8278, 0.1722, 0.1280, -0.8091, 617.94
210, -0.5099, 0.8281, 0.1719, 0.1276, -0.8094, 618.94
211, -0.5111, 0.8282, 0.1718, 0.1266, -0.8094, 619.71
212, -0.5110, 0.8283, 0.1717, 0.1264, -0.8091, 618.98
213, -0.5116, 0.8288, 0.1712, 0.1272, -0.8100, 616.70
214, -0.5140, 0.8293, 0.1707, 0.1255, -0.8102, 616.54
215, -0.5137, 0.8293, 0.1707, 0.1260, -0.8104, 616.24
216, -0.5135, 0.8291, 0.1709, 0.1255, -0.8100, 618.40
217, -0.5113, 0.8285, 0.1715, 0.1269, -0.8097, 617.82
218, -0.5109, 0.8289, 0.1711, 0.1279, -0.8099, 619.34
219, -0.5155, 0.8299, 0.1701, 0.1252, -0.8108, 620.59
220, -0.5147, 0.8295, 0.1705, 0.1250, -0.8102, 611.18
221, -0.5135, 0.8294, 0.1706, 0.1261, -0.8102, 612.55
222, -0.5160, 0.8300, 0.1700, 0.1246, -0.8107, 612.16
223, -0.5166, 0.8303, 0.1697, 0.1246, -0.8109, 612.36
224, -0.5168, 0.8303, 0.1697, 0.1245, -0.8110, 611.69
225, -0.5166, 0.8304, 0.1696, 0.1248, -0.8110, 612.56
226, -0.5171, 0.8304, 0.1696, 0.1244, -0.8110, 612.27
227, -0.5189, 0.8310, 0.1690, 0.1238, -0.8117, 611.46
228, -0.5205, 0.8315, 0.1685, 0.1229, -0.8118, 611.74
229, -0.5186, 0.8310, 0.1690, 0.1240, -0.8117, 611.59
230, -0.5185, 0.8309, 0.1691, 0.1241, -0.8117, 611.82
231, -0.5182, 0.8312, 0.1688, 0.1249, -0.8119, 611.36
232, -0.5205, 0.8316, 0.1684, 0.1231, -0.8120, 607.04
233, -0.5154, 0.8305, 0.1695, 0.1260, -0.8109, 570.09
234, -0.5199, 0.8316, 0.1684, 0.1237, -0.8120, 570.21
235, -0.5208, 0.8316, 0.1684, 0.1231, -0.8122, 568.76
236, -0.5194, 0.8313, 0.1687, 0.1240, -0.8121, 569.77
237, -0.5238, 0.8327, 0.1673, 0.1219, -0.8129, 570.05
238, -0.5241, 0.8327, 0.1673, 0.1216, -0.8130, 569.31
239, -0.5203, 0.8317, 0.1683, 0.1236, -0.8122, 570.13
240, -0.5201, 0.8318, 0.1682, 0.1238, -0.8121, 569.64
241, -0.5229, 0.8325, 0.1675, 0.1224, -0.8127, 569.31
242, -0.5240, 0.8329, 0.1671, 0.1219, -0.8130, 569.52
243, -0.5243, 0.8330, 0.1670, 0.1214, -0.8128, 568.79
244, -0.5221, 0.8325, 0.1675, 0.1231, -0.8127, 569.76
245, -0.5232, 0.8328, 0.1672, 0.1223, -0.8127, 569.97
246, -0.5256, 0.8338, 0.1662, 0.1215, -0.8133, 569.72
247, -0.5241, 0.8330, 0.1670, 0.1223, -0.8134, 569.44
248, -0.5253, 0.8334, 0.1666, 0.1214, -0.8134, 573.34
249, -0.5220, 0.8326, 0.1674, 0.1234, -0.8127, 568.97
250, -0.5273, 0.8341, 0.1659, 0.1205, -0.8136, 570.59
251, -0.5247, 0.8333, 0.1667, 0.1219, -0.8133, 570.47
252, -0.5256, 0.8335, 0.1665, 0.1214, -0.8135, 569.63
253, -0.5283, 0.8344, 0.1656, 0.1202, -0.8140, 569.07
254, -0.5258, 0.8336, 0.1664, 0.1212, -0.8134, 571.18
255, -0.5253, 0.8336, 0.1664, 0.1220, -0.8138, 569.59
256, -0.5274, 0.8342, 0.1658, 0.1209, -0.8141, 569.99
257, -0.5314, 0.8354, 0.1646, 0.1188, -0.8147, 569.60
258, -0.5262, 0.8340, 0.1660, 0.1215, -0.8137, 569.73
259, -0.5279, 0.8344, 0.1656, 0.1203, -0.8139, 569.79
260, -0.5288, 0.8346, 0.1654, 0.1201, -0.8142, 569.76
261, -0.5305, 0.8352, 0.1648, 0.1193, -0.8146, 569.36
262, -0.5288, 0.8346, 0.1654, 0.1201, -0.8143, 569.77
263, -0.5313, 0.8354, 0.1646, 0.1189, -0.8147, 569.75
264, -0.5285, 0.8348, 0.1652, 0.1206, -0.8143, 569.79
265, -0.5307, 0.8352, 0.1648, 0.1192, -0.8147, 568.62
266, -0.5309, 0.8354, 0.1646, 0.1194, -0.8149, 569.66
267, -0.5329, 0.8359, 0.1641, 0.1183, -0.8153, 569.00
268, -0.5305, 0.8355, 0.1645, 0.1196, -0.8146, 569.10
269, -0.5311, 0.8356, 0.1644, 0.1193, -0.8149, 568.47
270, -0.5335, 0.8364, 0.1636, 0.1184, -0.8155, 567.64
271, -0.5345, 0.8368, 0.1632, 0.1181, -0.8158, 568.46
272, -0.5311, 0.8356, 0.1644, 0.1196, -0.8150, 569.83
273, -0.5320, 0.8360, 0.1640, 0.1192, -0.8152, 570.08
274, -0.5326, 0.8360, 0.1640, 0.1186, -0.8152, 569.55
275, -0.5321, 0.8358, 0.1642, 0.1190, -0.8154, 568.79
276, -0.5337, 0.8365, 0.1635, 0.1185, -0.8157, 570.50
277, -0.5336, 0.8363, 0.1637, 0.1182, -0.8155, 570.32
278, -0.5355, 0.8369, 0.1631, 0.1175, -0.8161, 570.07
279, -0.5348, 0.8368, 0.1632, 0.1180, -0.8160, 568.77
280, -0.5374, 0.8377, 0.1623, 0.1170, -0.8168, 569.49
281, -0.5352, 0.8371, 0.1629, 0.1182, -0.8162, 569.61
282, -0.5322, 0.8363, 0.1637, 0.1195, -0.8154, 569.65
283, -0.5367, 0.8374, 0.1626, 0.1171, -0.8164, 569.34
284, -0.5369, 0.8377, 0.1623, 0.1172, -0.8164, 569.24
285, -0.5350, 0.8370, 0.1630, 0.1180, -0.8160, 569.95
286, -0.5374, 0.8378, 0.1622, 0.1171, -0.8166, 573.62
287, -0.5373, 0.8377, 0.1623, 0.1171, -0.8167, 578.04
288, -0.5370, 0.8378, 0.1622, 0.1176, -0.8168, 578.47
289, -0.5362, 0.8376, 0.1624, 0.1178, -0.8163, 577.18
290, -0.5384, 0.8383, 0.1617, 0.1166, -0.8167, 576.48
291, -0.5380, 0.8382, 0.1618, 0.1171, -0.8169, 577.40
292, -0.5396, 0.8385, 0.1615, 0.1163, -0.8174, 578.38
293, -0.5357, 0.8375, 0.1625, 0.1182, -0.8163, 574.09
294, -0.5377, 0.8380, 0.1620, 0.1172, -0.8169, 569.59
295, -0.5395, 0.8385, 0.1615, 0.1163, -0.8172, 580.53
296, -0.5377, 0.8382, 0.1618, 0.1175, -0.8170, 579.09
297, -0.5379, 0.8384, 0.1616, 0.1174, -0.8169, 577.60
298, -0.5384, 0.8382, 0.1618, 0.1165, -0.8167, 577.93
299, -0.5405, 0.8389, 0.1611, 0.1158, -0.8174, 580.24
300, -0.5383, 0.8384, 0.1616, 0.1171, -0.8170, 579.39
301, -0.5415, 0.8392, 0.1608, 0.1152, -0.8176, 577.85
302, -0.5390, 0.8384, 0.1616, 0.1165, -0.8171, 579.85
303, -0.5395, 0.8390, 0.1610, 0.1170, -0.8176, 580.42
304, -0.5407, 0.8390, 0.1610, 0.1157, -0.8174, 586.94
305, -0.5397, 0.8388, 0.1612, 0.1162, -0.8171, 585.25
306, -0.5419, 0.8395, 0.1605, 0.1154, -0.8179, 586.19
307, -0.5398, 0.8387, 0.1613, 0.1163, -0.8174, 585.89
308, -0.5425, 0.8396, 0.1604, 0.1153, -0.8182, 581.40
309, -0.5426, 0.8396, 0.1604, 0.1151, -0.8181, 580.35
310, -0.5418, 0.8394, 0.1606, 0.1155, -0.8179, 580.87
311, -0.5434, 0.8400, 0.1600, 0.1148, -0.8182, 579.62
312, -0.5424, 0.8396, 0.1604, 0.1154, -0.8183, 580.01
313, -0.5435, 0.8401, 0.1599, 0.1150, -0.8184, 578.93
314, -0.5445, 0.8405, 0.1595, 0.1147, -0.8186, 581.78
315, -0.5432, 0.8399, 0.1601, 0.1150, -0.8182, 579.13
316, -0.5448, 0.8404, 0.1596, 0.1142, -0.8185, 581.35
317, -0.5450, 0.8405, 0.1595, 0.1141, -0.8185, 579.64
318, -0.5440, 0.8401, 0.1599, 0.1147, -0.8186, 579.84
319, -0.5439, 0.8403, 0.1597, 0.1151, -0.8187, 580.14
320, -0.5460, 0.8409, 0.1591, 0.1139, -0.8190, 584.79
321, -0.5457, 0.8409, 0.1591, 0.1138, -0.8186, 583.27
322, -0.5430, 0.8400, 0.1600, 0.1153, -0.8183, 581.18
323, -0.5452, 0.8407, 0.1593, 0.1143, -0.8187, 578.94
324, -0.5455, 0.8408, 0.1592, 0.1142, -0.8190, 576.44
325, -0.5464, 0.8410, 0.1590, 0.1138, -0.8191, 578.63
326, -0.5466, 0.8412, 0.1588, 0.1138, -0.8192, 578.01
327, -0.5473, 0.8414, 0.1586, 0.1135, -0.8194, 579.64
328, -0.5473, 0.8414, 0.1586, 0.1134, -0.8193, 581.75
329, -0.5473, 0.8414, 0.1586, 0.1133, -0.8192, 579.59
330, -0.5471, 0.8413, 0.1587, 0.1137, -0.8194, 581.08
331, -0.5478, 0.8414, 0.1586, 0.1130, -0.8193, 579.70
332, -0.5477, 0.8417, 0.1583, 0.1133, -0.8193, 582.14
333, -0.5494, 0.8420, 0.1580, 0.1125, -0.8199, 578.71
334, -0.5505, 0.8425, 0.1575, 0.1120, -0.8200, 580.60
335, -0.5459, 0.8409, 0.1591, 0.1142, -0.8191, 579.21
336, -0.5501, 0.8423, 0.1577, 0.1121, -0.8199, 577.24
337, -0.5480, 0.8417, 0.1583, 0.1132, -0.8195, 577.99
338, -0.5483, 0.8418, 0.1582, 0.1131, -0.8197, 579.27
339, -0.5491, 0.8419, 0.1581, 0.1127, -0.8198, 582.74
340, -0.5488, 0.8419, 0.1581, 0.1128, -0.8197, 584.83
341, -0.5487, 0.8419, 0.1581, 0.1129, -0.8197, 605.16
342, -0.5508, 0.8427, 0.1573, 0.1120, -0.8201, 601.49
343, -0.5503, 0.8424, 0.1576, 0.1123, -0.8202, 600.18
344, -0.5484, 0.8419, 0.1581, 0.1130, -0.8194, 596.28
345, -0.5512, 0.8427, 0.1573, 0.1119, -0.8204, 596.61
346, -0.5502, 0.8426, 0.1574, 0.1125, -0.8201, 604.10
347, -0.5502, 0.8425, 0.1575, 0.1125, -0.8201, 602.34
348, -0.5515, 0.8430, 0.1570, 0.1118, -0.8203, 599.69
349, -0.5497, 0.8423, 0.1577, 0.1125, -0.8199, 610.90
350, -0.5508, 0.8427, 0.1573, 0.1121, -0.8203, 598.40
351, -0.5515, 0.8428, 0.1572, 0.1119, -0.8206, 594.06
352, -0.5522, 0.8431, 0.1569, 0.1113, -0.8204, 608.12
353, -0.5525, 0.8435, 0.1565, 0.1119, -0.8208, 599.80
354, -0.5518, 0.8430, 0.1570, 0.1119, -0.8208, 608.31
355, -0.5530, 0.8436, 0.1564, 0.1117, -0.8211, 602.16
356, -0.5551, 0.8441, 0.1559, 0.1105, -0.8215, 607.14
357, -0.5522, 0.8430, 0.1570, 0.1115, -0.8206, 586.35
358, -0.5524, 0.8431, 0.1569, 0.1114, -0.8207, 581.84
359, -0.5535, 0.8436, 0.1564, 0.1113, -0.8212, 580.15
360, -0.5540, 0.8439, 0.1561, 0.1111, -0.8212, 579.59
361, -0.5524, 0.8433, 0.1567, 0.1118, -0.8208, 578.70
362, -0.5533, 0.8436, 0.1564, 0.1112, -0.8210, 580.28
363, -0.5521, 0.8433, 0.1567, 0.1121, -0.8209, 580.06
364, -0.5524, 0.8433, 0.1567, 0.1116, -0.8207, 579.45
365, -0.5533, 0.8439, 0.1561, 0.1119, -0.8214, 579.36
366, -0.5546, 0.8438, 0.1562, 0.1106, -0.8214, 579.72
367, -0.5564, 0.8445, 0.1555, 0.1101, -0.8220, 579.28
368, -0.5555, 0.8443, 0.1557, 0.1104, -0.8216, 579.73
369, -0.5543, 0.8441, 0.1559, 0.1111, -0.8214, 578.13
370, -0.5557, 0.8445, 0.1555, 0.1104, -0.8216, 579.80
371, -0.5566, 0.8446, 0.1554, 0.1099, -0.8219, 580.07
372, -0.5563, 0.8447, 0.1553, 0.1102, -0.8219, 579.75
373, -0.5570, 0.8449, 0.1551, 0.1098, -0.8219, 577.72
374, -0.5548, 0.8443, 0.1557, 0.1113, -0.8218, 580.44
375, -0.5541, 0.8441, 0.1559, 0.1111, -0.8212, 578.77
376, -0.5579, 0.8451, 0.1549, 0.1095, -0.8223, 580.74
